x,y,z,scale,macro_x,macro_y,micro_x,micro_y,parcel_id
1.601,14.4879,0.923,0.1123,4,11,0,2,30
2.0989,14.4171,0.981,0.1437,4,11,1,2,30
2.5972,14.3414,1.038,0.1311,4,11,2,2,30
3.0917,14.2662,1.091,0.1495,4,11,3,2,30
3.5782,14.1968,1.139,0.0947,5,11,0,2,30
4.9625,14.0623,1.237,0.0789,5,11,3,2,49
5.3993,14.0439,1.255,0.1396,6,11,0,2,49
6.6674,14.032,1.268,0.1204,6,11,3,2,18
7.0714,14.0458,1.26,0.0906,7,11,0,2,18
14.5106,14.5061,0.513,0.1117,11,11,2,2,74
14.9571,14.5342,0.455,0.0979,11,11,3,2,74
15.4195,14.5632,0.395,0.0894,12,11,0,2,74
-5.365,15.3462,0.092,0.1068,0,11,0,3,68
-4.9223,15.3436,0.133,0.1236,0,11,1,3,68
-4.4926,15.3365,0.175,0.0973,0,11,2,3,68
-4.0788,15.3236,0.216,0.1256,0,11,3,3,68
-3.68,15.3055,0.258,0.079,1,11,0,3,68
-3.2922,15.2835,0.299,0.1153,1,11,1,3,68
-2.9093,15.2597,0.341,0.1488,1,11,2,3,68
-2.5248,15.2365,0.384,0.0992,1,11,3,3,68
-2.1321,15.2162,0.429,0.1069,2,11,0,3,68
-1.7262,15.2005,0.475,0.1275,2,11,1,3,68
-1.3044,15.1906,0.522,0.129,2,11,2,3,68
-0.8599,15.179,0.572,0.136,2,11,3,3,68
-0.391,15.1559,0.625,0.1157,3,11,0,3,68
0.0887,15.1231,0.68,0.0912,3,11,1,3,68
1.565,14.9573,0.851,0.1267,4,11,0,3,30
2.0709,14.8773,0.91,0.079,4,11,1,3,30
2.5783,14.7915,0.966,0.1374,4,11,2,3,30
3.0819,14.706,1.019,0.1491,4,11,3,3,30
3.577,14.6272,1.067,0.1169,5,11,0,3,30
4.9778,14.4768,1.164,0.0847,5,11,3,3,49
5.4171,14.4575,1.18,0.0916,6,11,0,3,49
14.5088,14.9813,0.463,0.1424,11,11,2,3,74
14.9493,15.0163,0.408,0.1433,11,11,3,3,74
15.4085,15.0496,0.352,0.1423,12,11,0,3,74
1.5328,15.4324,0.782,0.0863,4,12,0,0,30
2.0439,15.3468,0.838,0.1445,4,12,1,0,30
2.5571,15.2547,0.894,0.1184,4,12,2,0,30
3.0667,15.1629,0.945,0.1041,4,12,3,0,30
3.5674,15.0785,0.992,0.1182,5,12,0,0,30
14.5211,15.4601,0.413,0.0859,11,12,2,0,74
14.9586,15.4993,0.361,0.1101,11,12,3,0,74
15.4099,15.5288,0.309,0.1355,12,12,0,0,74
16.7757,15.5421,0.163,0.1054,12,12,3,0,78
17.2571,15.5412,0.115,0.1112,13,12,0,0,78
17.7634,15.5394,0.066,0.0891,13,12,1,0,78
18.2929,15.5369,0.018,0.0849,13,12,2,0,78
18.8393,15.5338,-0.03,0.11,13,12,3,0,78
19.3936,15.5305,-0.075,0.0777,14,12,0,0,78
19.9451,15.5273,-0.118,0.1302,14,12,1,0,78
20.4841,15.5245,-0.156,0.138,14,12,2,0,78
21.0025,15.5223,-0.19,0.1067,14,12,3,0,78
1.5036,15.913,0.715,0.1168,4,12,0,1,30
2.0177,15.8247,0.768,0.1055,4,12,1,1,30
2.5341,15.7296,0.821,0.1247,4,12,2,1,30
3.047,15.6349,0.871,0.0897,4,12,3,1,30
3.5509,15.5478,0.916,0.1153,5,12,0,1,30
14.5448,15.9426,0.364,0.1267,11,12,2,1,74
14.9751,15.9762,0.315,0.1002,11,12,3,1,74
15.412,15.9915,0.269,0.0806,12,12,0,1,74
-5.3649,16.6869,0.026,0.0755,0,12,0,2,72
-4.9224,16.6845,0.061,0.134,0,12,1,2,72
-4.4934,16.6781,0.097,0.0834,0,12,2,2,72
-4.0809,16.6665,0.132,0.1071,0,12,3,2,72
-3.6838,16.6502,0.167,0.085,1,12,0,2,72
-3.298,16.6303,0.203,0.1097,1,12,1,2,72
-2.9175,16.6089,0.238,0.0843,1,12,2,2,72
-2.5351,16.588,0.274,0.1333,1,12,3,2,72
-2.1444,16.5697,0.312,0.0944,2,12,0,2,72
-1.74,16.5556,0.35,0.1177,2,12,1,2,72
-1.3191,16.5467,0.39,0.1492,2,12,2,2,72
-0.8826,16.5425,0.43,0.1144,2,12,3,2,72
-0.4359,16.5413,0.471,0.1114,3,12,0,2,72
0.0167,16.5381,0.511,0.1243,3,12,1,2,72
1.4755,16.3993,0.65,0.1243,4,12,0,2,30
1.9912,16.31,0.7,0.0876,4,12,1,2,30
2.5094,16.2138,0.75,0.1389,4,12,2,2,30
3.0243,16.1181,0.798,0.0786,4,12,3,2,30
3.5302,16.0302,0.84,0.0974,5,12,0,2,30
4.9582,15.8642,0.926,0.1298,5,12,3,2,38
5.4045,15.8438,0.94,0.1268,6,12,0,2,38
6.276,15.8278,0.952,0.1078,6,12,2,2,38
14.5664,16.4163,0.317,0.0962,11,12,2,2,74
14.985,16.4357,0.274,0.1361,11,12,3,2,74
15.4143,16.4425,0.231,0.0869,12,12,0,2,74
1.4498,16.8872,0.588,0.0798,4,12,0,3,30
1.9622,16.8047,0.634,0.1109,4,12,1,3,30
2.4809,16.7097,0.681,0.1482,4,12,2,3,30
2.9964,16.6151,0.725,0.1398,4,12,3,3,30
3.5032,16.5283,0.765,0.1277,5,12,0,3,30
4.936,16.3641,0.846,0.0906,5,12,3,3,38
5.3845,16.3438,0.859,0.0934,6,12,0,3,38
14.5858,16.8702,0.275,0.0899,11,12,2,3,74
15.0001,16.8819,0.236,0.0958,11,12,3,3,74
15.4302,16.8884,0.195,0.1021,12,12,0,3,74
16.7849,16.8908,0.073,0.0936,12,12,3,3,79
17.2663,16.8902,0.032,0.0883,13,12,0,3,79
17.7724,16.889,-0.01,0.1257,13,12,1,3,79
19.4018,16.883,-0.132,0.1139,14,12,0,3,85
19.9532,16.8809,-0.169,0.0892,14,12,1,3,85
20.4919,16.879,-0.203,0.1061,14,12,2,3,85
21.0101,16.8775,-0.233,0.0968,14,12,3,3,85
1.4341,17.3641,0.532,0.1475,4,13,0,0,30
1.9338,17.3037,0.572,0.1361,4,13,1,0,30
2.4452,17.223,0.613,0.1087,4,13,2,0,30
2.9588,17.1342,0.653,0.0832,4,13,3,0,30
3.4643,17.052,0.69,0.1332,5,13,0,0,30
14.6243,17.3113,0.235,0.0838,11,13,2,0,74
15.0425,17.3213,0.197,0.1099,11,13,3,0,74
15.4747,17.3269,0.159,0.1435,12,13,0,0,74
16.829,17.3293,0.044,0.129,12,13,3,0,79
17.3073,17.3297,0.005,0.1256,13,13,0,0,79
17.8079,17.3302,-0.035,0.0798,13,13,1,0,79
19.4101,17.3332,-0.149,0.128,14,13,0,0,85
19.9516,17.3343,-0.184,0.1094,14,13,1,0,85
20.4816,17.3352,-0.215,0.1205,14,13,2,0,85
20.9932,17.3359,-0.244,0.1428,14,13,3,0,85
-5.491,18.0514,-0.039,0.0877,0,13,0,1,39
-5.0465,18.0489,-0.008,0.0891,0,13,1,1,39
-4.6116,18.0419,0.022,0.1024,0,13,2,1,39
-4.1887,18.0294,0.053,0.1195,0,13,3,1,39
-3.777,18.0116,0.084,0.0946,1,13,0,1,39
-3.3735,17.9901,0.115,0.1371,1,13,1,1,39
-2.9737,17.9668,0.146,0.1056,1,13,2,1,39
-1.7486,17.909,0.244,0.1356,2,13,1,1,33
-1.3196,17.8993,0.278,0.1053,2,13,2,1,33
-0.8795,17.8947,0.311,0.0862,2,13,3,1,33
0.9474,17.8622,0.446,0.141,3,13,3,1,30
1.4262,17.8312,0.48,0.1432,4,13,0,1,30
1.9138,17.791,0.515,0.1468,4,13,1,1,30
2.4106,17.737,0.549,0.0873,4,13,2,1,30
2.912,17.6731,0.583,0.094,4,13,3,1,30
3.4107,17.6068,0.615,0.094,5,13,0,1,30
5.7415,17.436,0.7,0.1474,6,13,1,1,22
6.1832,17.4291,0.703,0.1253,6,13,2,1,22
6.6183,17.4279,0.702,0.1081,6,13,3,1,22
7.0457,17.4329,0.697,0.0876,7,13,0,1,22
14.6932,17.7455,0.195,0.1079,11,13,2,1,74
15.1182,17.7524,0.159,0.1147,11,13,3,1,74
15.5543,17.7563,0.123,0.0934,12,13,0,1,74
16.9079,17.7587,0.014,0.0938,12,13,3,1,79
17.3807,17.7609,-0.023,0.0871,13,13,0,1,79
17.8716,17.7646,-0.059,0.0826,13,13,1,1,79
19.4249,17.7835,-0.165,0.1461,14,13,0,1,85
19.9487,17.7903,-0.197,0.1025,14,13,1,1,85
20.4633,17.7963,-0.227,0.1116,14,13,2,1,85
20.9629,17.8009,-0.254,0.0991,14,13,3,1,85
-5.5923,18.5132,-0.061,0.1104,0,13,0,2,39
-5.146,18.5106,-0.032,0.1166,0,13,1,2,39
-4.7066,18.5031,-0.003,0.0891,0,13,2,2,39
-4.2753,18.4897,0.027,0.0939,0,13,3,2,39
-3.8519,18.4708,0.057,0.1289,1,13,0,2,39
-3.4341,18.4479,0.087,0.1194,1,13,1,2,39
-3.019,18.4232,0.118,0.1128,1,13,2,2,39
-1.7555,18.3617,0.213,0.1128,2,13,1,2,33
-1.3201,18.3514,0.245,0.1228,2,13,2,2,33
14.7905,18.173,0.157,0.1408,11,13,2,2,74
15.2252,18.1757,0.122,0.1323,11,13,3,2,74
15.6667,18.1772,0.087,0.1337,12,13,0,2,74
14.9086,18.5959,0.12,0.1259,11,13,2,3,74
15.3551,18.5933,0.086,0.0835,11,13,3,3,74
15.803,18.5919,0.053,0.0941,12,13,0,3,74
-0.4202,19.2497,0.243,0.1346,3,14,0,0,32
0.0304,19.2497,0.27,0.103,3,14,1,0,32
0.4828,19.25,0.297,0.1141,3,14,2,0,32
0.938,19.2505,0.322,0.1274,3,14,3,0,32
2.3187,19.2537,0.39,0.1363,4,14,2,0,27
2.7811,19.2549,0.409,0.1389,4,14,3,0,27
3.2425,19.2561,0.426,0.1268,5,14,0,0,27
3.702,19.2571,0.44,0.1216,5,14,1,0,27
4.1586,19.2578,0.453,0.0886,5,14,2,0,27
9.9887,19.1103,0.398,0.126,8,14,3,0,35
10.438,19.1059,0.376,0.1057,9,14,0,0,35
11.7919,19.1011,0.3,0.1298,9,14,3,0,77
12.249,19.0947,0.272,0.12,10,14,0,0,77
12.7101,19.0848,0.243,0.1479,10,14,1,0,77
13.1745,19.0719,0.212,0.079,10,14,2,0,77
13.6409,19.0572,0.181,0.0887,10,14,3,0,77
15.0363,19.0165,0.085,0.1322,11,14,2,0,74
15.4954,19.0083,0.053,0.0876,11,14,3,0,74
15.9505,19.0038,0.021,0.1362,12,14,0,0,74
17.3007,19.0064,-0.071,0.121,12,14,3,0,80
17.7463,19.0174,-0.1,0.1051,13,14,0,0,80
18.1883,19.037,-0.129,0.1371,13,14,1,0,80
19.4987,19.1349,-0.207,0.075,14,14,0,0,86
19.9344,19.1704,-0.231,0.1392,14,14,1,0,86
20.3719,19.2014,-0.254,0.1398,14,14,2,0,86
20.8122,19.2253,-0.275,0.1382,14,14,3,0,86
-5.9773,19.9078,-0.119,0.1346,0,14,0,1,40
-5.5247,19.9046,-0.094,0.1114,0,14,1,1,40
-5.0676,19.8954,-0.069,0.1301,0,14,2,1,40
-4.6047,19.879,-0.042,0.101,0,14,3,1,40
-3.1908,19.7974,0.045,0.0925,1,14,2,1,40
-1.7817,19.722,0.133,0.1151,2,14,1,1,34
-0.416,19.7019,0.215,0.1253,3,14,0,1,32
0.0341,19.7028,0.24,0.0993,3,14,1,1,32
0.4843,19.7065,0.264,0.1258,3,14,2,1,32
0.9346,19.7144,0.287,0.1466,3,14,3,1,32
2.2868,19.7612,0.345,0.0908,4,14,2,1,27
2.7377,19.78,0.361,0.1089,4,14,3,1,27
3.1885,19.7975,0.375,0.1333,5,14,0,1,27
3.6391,19.8119,0.387,0.1179,5,14,1,1,27
4.0896,19.8221,0.398,0.0824,5,14,2,1,27
6.3423,19.8148,0.421,0.1404,6,14,3,1,37
6.7954,19.7954,0.42,0.1256,7,14,0,1,37
7.2497,19.7679,0.418,0.122,7,14,1,1,37
7.705,19.7347,0.413,0.1484,7,14,2,1,37
8.1606,19.6987,0.407,0.1163,7,14,3,1,37
8.6162,19.6637,0.398,0.0839,8,14,0,1,37
9.9771,19.5942,0.354,0.1366,8,14,3,1,35
10.4283,19.5872,0.333,0.137,9,14,0,1,35
11.7883,19.5792,0.262,0.102,9,14,3,1,77
12.255,19.5686,0.235,0.0858,10,14,0,1,77
12.7311,19.552,0.207,0.0837,10,14,1,1,77
13.215,19.5304,0.178,0.1267,10,14,2,1,77
13.7038,19.5058,0.147,0.1253,10,14,3,1,77
15.1607,19.4379,0.054,0.1472,11,14,2,1,74
15.6321,19.4242,0.023,0.1191,11,14,3,1,74
16.0941,19.4166,-0.008,0.1232,12,14,0,1,74
17.4432,19.4193,-0.095,0.1117,12,14,3,1,80
17.8788,19.4335,-0.122,0.1304,13,14,0,1,80
18.3032,19.4589,-0.148,0.1461,13,14,1,1,80
19.5255,19.5854,-0.219,0.1264,14,14,0,1,86
19.9292,19.6313,-0.24,0.1053,14,14,1,1,86
20.3387,19.6715,-0.26,0.107,14,14,2,1,86
20.7575,19.7023,-0.28,0.1011,14,14,3,1,86
-6.0906,20.371,-0.134,0.1293,0,14,0,2,40
-5.6362,20.3675,-0.11,0.0795,0,14,1,2,40
-5.1738,20.3578,-0.085,0.1314,0,14,2,2,40
-4.7017,20.3406,-0.059,0.106,0,14,3,2,40
-4.2204,20.3162,-0.032,0.1413,1,14,0,2,40
-3.7324,20.2866,-0.003,0.1468,1,14,1,2,40
-3.2414,20.2546,0.026,0.0838,1,14,2,2,40
-1.7895,20.1751,0.112,0.1029,2,14,1,2,34
-0.4123,20.1539,0.189,0.1205,3,14,0,2,32
0.0373,20.1555,0.213,0.1405,3,14,1,2,32
0.4856,20.1622,0.235,0.089,3,14,2,2,32
0.9317,20.1766,0.256,0.0908,3,14,3,2,32
2.2588,20.2616,0.306,0.1155,4,14,2,2,27
2.6996,20.2958,0.32,0.1188,4,14,3,2,27
3.1411,20.3275,0.331,0.1347,5,14,0,2,27
3.5841,20.3537,0.342,0.077,5,14,1,2,27
4.0291,20.3721,0.35,0.1236,5,14,2,2,27
4.4763,20.3825,0.358,0.085,5,14,3,2,27
4.9253,20.3862,0.364,0.1141,6,14,0,2,27
6.2811,20.3664,0.372,0.0925,6,14,3,2,37
6.7387,20.3407,0.372,0.0808,7,14,0,2,37
7.1994,20.3042,0.37,0.0998,7,14,1,2,37
7.6623,20.2601,0.367,0.1498,7,14,2,2,37
8.1263,20.2124,0.362,0.1096,7,14,3,2,37
8.59,20.166,0.354,0.1054,8,14,0,2,37
9.967,20.0739,0.314,0.1318,8,14,3,2,35
10.4198,20.0646,0.295,0.0873,9,14,0,2,35
11.7851,20.0538,0.227,0.0947,9,14,3,2,77
12.2602,20.0395,0.202,0.1281,10,14,0,2,77
12.7495,20.017,0.175,0.0957,10,14,1,2,77
13.2505,19.9879,0.147,0.1265,10,14,2,2,77
13.7588,19.9546,0.117,0.1096,10,14,3,2,77
15.2696,19.8628,0.026,0.0921,11,14,2,2,74
15.7518,19.8443,-0.004,0.0845,11,14,3,2,74
16.2199,19.834,-0.033,0.1443,12,14,0,2,74
17.5679,19.8368,-0.116,0.1391,12,14,3,2,80
17.9949,19.8538,-0.141,0.0966,13,14,0,2,80
18.4038,19.8842,-0.165,0.0994,13,14,1,2,80
19.549,20.0358,-0.228,0.1138,14,14,0,2,86
19.9247,20.0908,-0.247,0.1171,14,14,1,2,86
20.3096,20.139,-0.266,0.0872,14,14,2,2,86
20.7096,20.176,-0.284,0.1087,14,14,3,2,86
-6.1777,20.8311,-0.145,0.0798,0,14,0,3,40
-5.7219,20.8275,-0.122,0.1467,0,14,1,3,40
-5.2555,20.8174,-0.098,0.0864,0,14,2,3,40
-4.7762,20.7995,-0.073,0.136,0,14,3,3,40
-4.2848,20.7741,-0.046,0.0775,1,14,0,3,40
-3.7845,20.7433,-0.019,0.0902,1,14,1,3,40
-3.2803,20.71,0.01,0.1382,1,14,2,3,40
-1.7954,20.6274,0.093,0.1329,2,14,1,3,34
-0.4095,20.6054,0.166,0.0856,3,14,0,3,32
0.0398,20.6076,0.188,0.1248,3,14,1,3,32
0.4865,20.6166,0.209,0.1243,3,14,2,3,32
0.9294,20.6359,0.228,0.0882,3,14,3,3,32
2.2373,20.7504,0.273,0.1156,4,14,2,3,27
2.6704,20.7965,0.284,0.104,4,14,3,3,27
3.1047,20.8391,0.294,0.1127,5,14,0,3,27
3.5417,20.8742,0.303,0.0895,5,14,1,3,27
3.9826,20.8991,0.311,0.1138,5,14,2,3,27
4.4275,20.913,0.318,0.1208,5,14,3,3,27
4.8757,20.918,0.323,0.0804,6,14,0,3,27
6.2341,20.8946,0.331,0.1359,6,14,3,3,37
6.6951,20.8639,0.331,0.1031,7,14,0,3,37
7.1606,20.8207,0.33,0.0826,7,14,1,3,37
7.6295,20.7682,0.327,0.1227,7,14,2,3,37
8.0999,20.7114,0.322,0.0968,7,14,3,3,37
8.5698,20.6562,0.315,0.1488,8,14,0,3,37
9.9592,20.5467,0.278,0.0867,8,14,3,3,35
10.4132,20.5357,0.26,0.0854,9,14,0,3,35
11.7827,20.5227,0.197,0.1091,9,14,3,3,77
12.2643,20.5055,0.173,0.1457,10,14,0,3,77
12.7637,20.4786,0.147,0.1164,10,14,1,3,77
13.2778,20.4436,0.12,0.1345,10,14,2,3,77
13.8011,20.4037,0.091,0.1331,10,14,3,3,77
15.3534,20.2935,0.003,0.1438,11,14,2,3,74
15.844,20.2713,-0.026,0.1384,11,14,3,3,74
16.3167,20.259,-0.054,0.1113,12,14,0,3,74
17.6638,20.2617,-0.133,0.1176,12,14,3,3,80
18.0842,20.2809,-0.157,0.1263,13,14,0,3,80
18.4811,20.3153,-0.179,0.1428,13,14,1,3,80
19.567,20.4862,-0.236,0.1091,14,14,0,3,86
19.9212,20.5481,-0.253,0.0996,14,14,1,3,86
20.2873,20.6024,-0.27,0.1258,14,14,2,3,86
20.6728,20.6441,-0.287,0.1265,14,14,3,3,86
