x,y,height,slope,buildable,distance_to_road,accessibility,center_score,noise_value,density_potential,green_potential,open_space_potential,state,density,type,is_tower
9,8,1.295,0.074,True,1.013,0.818,0.619,0.355,0.643,0.247,0.52,2,medium,residential_medium,False
10,8,1.342,0.083,True,2.004,0.78,0.648,0.363,0.636,0.262,0.529,3,high,urban_high,False
11,8,1.367,0.091,True,2.995,0.741,0.673,0.536,0.669,0.344,0.617,3,high,urban_high,False
12,8,1.369,0.098,True,3.986,0.7,0.692,0.495,0.646,0.341,0.605,2,medium,residential_medium,False
13,8,1.35,0.102,True,4.977,0.657,0.703,0.516,0.636,0.363,0.622,3,high,urban_high,False
14,8,1.312,0.105,True,5.967,0.61,0.707,0.453,0.6,0.353,0.602,3,high,urban_high,False
15,8,1.257,0.105,True,5.651,0.624,0.703,0.286,0.563,0.281,0.508,2,medium,residential_medium,False
16,8,1.188,0.102,True,4.988,0.652,0.692,0.272,0.569,0.267,0.5,2,medium,residential_medium,False
17,8,1.11,0.098,True,4.301,0.678,0.673,0.261,0.572,0.254,0.494,3,high,urban_high,False
18,8,1.027,0.091,True,3.615,0.703,0.648,0.535,0.645,0.356,0.627,3,high,urban_high,False
19,8,0.943,0.084,True,2.928,0.726,0.619,0.596,0.661,0.373,0.655,3,high,urban_high,False
20,8,0.861,0.082,True,2.242,0.747,0.586,0.615,0.666,0.374,0.662,4,high,tower_candidate,True
21,8,0.784,0.077,True,1.555,0.768,0.55,0.523,0.641,0.33,0.617,3,high,urban_high,False
22,8,0.716,0.068,True,0.868,0.788,0.512,0.48,0.628,0.336,0.602,3,high,urban_high,False
23,8,0.656,0.06,True,0.182,0.807,0.473,0.503,0.631,0.368,0.619,3,high,urban_high,False
24,8,0.606,0.05,True,0.505,0.777,0.431,0.506,0.606,0.408,0.636,1,low,residential_low,False
25,8,0.565,0.041,True,1.191,0.729,0.389,0.51,0.572,0.454,0.653,1,low,residential_low,False
26,8,0.531,0.034,True,1.878,0.681,0.346,0.509,0.537,0.498,0.65,1,low,residential_low,False
27,8,0.502,0.029,True,2.565,0.632,0.302,0.565,0.516,0.565,0.684,1,low,residential_low,False
28,8,0.476,0.027,True,3.251,0.583,0.257,0.622,0.495,0.633,0.718,1,low,residential_low,False
29,8,0.449,0.027,True,3.938,0.535,0.212,0.588,0.451,0.664,0.694,1,low,residential_low,False
0,9,0.229,0.136,True,8.039,0.359,0.275,0.636,0.403,0.74,0.717,0,none,forest,False
1,9,0.365,0.144,True,7.048,0.423,0.321,0.573,0.43,0.665,0.68,0,none,forest,False
2,9,0.509,0.147,True,6.058,0.486,0.366,0.598,0.478,0.625,0.699,1,low,residential_low,False
3,9,0.656,0.147,True,5.067,0.55,0.411,0.48,0.491,0.528,0.628,2,medium,residential_medium,False
4,9,0.801,0.145,True,4.076,0.613,0.455,0.45,0.525,0.467,0.612,2,medium,residential_medium,False
5,9,0.941,0.14,True,3.085,0.676,0.498,0.408,0.556,0.401,0.588,2,medium,residential_medium,False
6,9,1.071,0.13,True,2.094,0.738,0.54,0.283,0.565,0.302,0.511,3,high,urban_high,False
7,9,1.187,0.116,True,1.103,0.8,0.58,0.437,0.643,0.315,0.572,3,high,urban_high,False
8,9,1.286,0.099,True,0.113,0.861,0.619,0.374,0.667,0.241,0.52,2,medium,residential_medium,False
9,9,1.364,0.078,True,0.878,0.837,0.655,0.351,0.661,0.21,0.505,2,medium,residential_medium,False
10,9,1.42,0.078,True,1.869,0.801,0.688,0.323,0.648,0.21,0.496,3,high,urban_high,False
11,9,1.453,0.086,True,2.86,0.763,0.716,0.333,0.641,0.227,0.506,3,high,urban_high,False
12,9,1.461,0.092,True,3.851,0.723,0.737,0.395,0.645,0.264,0.542,3,high,urban_high,False
13,9,1.447,0.097,True,4.842,0.68,0.751,0.454,0.645,0.301,0.577,3,high,urban_high,False
14,9,1.41,0.098,True,5.291,0.66,0.756,0.42,0.629,0.294,0.565,5,none,plaza,False
15,9,1.355,0.098,True,4.787,0.682,0.751,0.671,0.7,0.388,0.681,5,none,plaza,False
16,9,1.285,0.097,True,4.261,0.703,0.737,0.605,0.689,0.355,0.646,3,high,urban_high,False
17,9,1.202,0.092,True,3.574,0.728,0.716,0.554,0.681,0.326,0.619,5,none,plaza,False
18,9,1.113,0.092,True,2.888,0.752,0.688,0.393,0.643,0.254,0.539,3,high,urban_high,False
19,9,1.021,0.092,True,2.201,0.773,0.655,0.44,0.654,0.266,0.561,3,high,urban_high,False
20,9,0.93,0.091,True,1.515,0.794,0.619,0.52,0.673,0.291,0.598,3,high,urban_high,False
21,9,0.844,0.086,True,0.828,0.813,0.58,0.338,0.624,0.242,0.516,3,high,urban_high,False
22,9,0.765,0.079,True,0.141,0.832,0.54,0.297,0.611,0.248,0.502,3,high,urban_high,False
23,9,0.695,0.07,True,0.545,0.798,0.498,0.267,0.575,0.276,0.502,3,high,urban_high,False
24,9,0.634,0.061,True,1.232,0.75,0.455,0.416,0.578,0.381,0.595,1,low,residential_low,False
25,9,0.583,0.051,True,1.919,0.701,0.411,0.449,0.551,0.439,0.614,1,low,residential_low,False
26,9,0.539,0.044,True,2.605,0.653,0.366,0.466,0.52,0.49,0.623,1,low,residential_low,False
27,9,0.502,0.037,True,3.292,0.604,0.321,0.343,0.454,0.486,0.541,1,low,residential_low,False
28,9,0.468,0.034,True,3.978,0.555,0.275,0.383,0.428,0.546,0.564,1,low,residential_low,False
29,9,0.434,0.034,True,4.665,0.506,0.229,0.391,0.394,0.594,0.567,1,low,residential_low,False
0,10,0.215,0.143,True,8.174,0.358,0.29,0.562,0.389,0.71,0.671,0,none,forest,False
1,10,0.358,0.151,True,7.184,0.422,0.337,0.565,0.432,0.662,0.676,0,none,forest,False
2,10,0.509,0.155,True,6.193,0.486,0.383,0.577,0.478,0.617,0.688,1,low,residential_low,False
3,10,0.664,0.155,True,5.202,0.55,0.429,0.45,0.489,0.517,0.61,2,medium,residential_medium,False
4,10,0.817,0.153,True,4.211,0.613,0.475,0.392,0.516,0.444,0.577,2,medium,residential_medium,False
5,10,0.966,0.149,True,3.22,0.677,0.52,0.345,0.547,0.376,0.55,2,medium,residential_medium,False
6,10,1.106,0.14,True,2.229,0.74,0.564,0.287,0.574,0.303,0.516,3,high,urban_high,False
7,10,1.231,0.125,True,1.239,0.803,0.607,0.394,0.642,0.296,0.549,3,high,urban_high,False
8,10,1.34,0.109,True,0.248,0.865,0.648,0.417,0.688,0.257,0.537,3,high,urban_high,False
9,10,1.427,0.087,True,0.743,0.855,0.688,0.379,0.686,0.216,0.511,5,none,plaza,False
10,10,1.491,0.071,True,1.734,0.82,0.724,0.285,0.657,0.172,0.466,3,high,urban_high,False
11,10,1.531,0.078,True,2.725,0.783,0.756,0.335,0.663,0.203,0.495,2,medium,residential_medium,False
12,10,1.545,0.084,True,3.716,0.745,0.782,0.268,0.637,0.189,0.468,3,high,urban_high,False
13,10,1.534,0.087,True,4.706,0.703,0.799,0.35,0.644,0.235,0.515,3,high,urban_high,False
14,10,1.5,0.09,True,4.427,0.719,0.805,0.335,0.649,0.224,0.504,3,high,urban_high,False
15,10,1.445,0.09,True,3.923,0.741,0.799,0.626,0.73,0.333,0.639,3,high,urban_high,False
16,10,1.372,0.087,True,3.419,0.759,0.782,0.628,0.733,0.328,0.638,3,high,urban_high,False
17,10,1.286,0.095,True,2.847,0.778,0.756,0.589,0.724,0.307,0.618,3,high,urban_high,False
18,10,1.191,0.099,True,2.161,0.799,0.724,0.438,0.686,0.24,0.544,3,high,urban_high,False
19,10,1.092,0.099,True,1.474,0.82,0.688,0.477,0.695,0.248,0.562,5,none,plaza,False
20,10,0.993,0.099,True,0.788,0.839,0.648,0.537,0.706,0.284,0.594,3,high,urban_high,False
21,10,0.898,0.095,True,0.101,0.858,0.607,0.383,0.664,0.245,0.526,3,high,urban_high,False
22,10,0.809,0.089,True,0.586,0.819,0.564,0.31,0.615,0.258,0.509,3,high,urban_high,False
23,10,0.729,0.08,True,1.272,0.771,0.52,0.246,0.564,0.277,0.488,2,medium,residential_medium,False
24,10,0.659,0.07,True,1.959,0.722,0.475,0.325,0.549,0.353,0.537,2,medium,residential_medium,False
25,10,0.599,0.06,True,2.646,0.673,0.429,0.301,0.507,0.388,0.519,2,medium,residential_medium,False
26,10,0.547,0.052,True,3.332,0.624,0.383,0.379,0.49,0.464,0.566,2,medium,residential_medium,False
27,10,0.502,0.045,True,4.019,0.574,0.337,0.312,0.437,0.483,0.521,1,low,residential_low,False
28,10,0.461,0.041,True,4.705,0.525,0.29,0.365,0.414,0.549,0.552,1,low,residential_low,False
29,10,0.421,0.04,True,5.392,0.475,0.243,0.396,0.386,0.606,0.569,0,none,forest,False
0,11,0.204,0.148,True,8.309,0.356,0.302,0.624,0.407,0.736,0.711,0,none,forest,False
1,11,0.352,0.157,True,7.319,0.42,0.349,0.619,0.449,0.684,0.712,0,none,forest,False
2,11,0.509,0.161,True,6.328,0.484,0.397,0.608,0.489,0.63,0.709,2,medium,residential_medium,False
3,11,0.67,0.162,True,5.337,0.548,0.444,0.401,0.48,0.498,0.58,2,medium,residential_medium,False
4,11,0.832,0.162,True,4.346,0.613,0.491,0.393,0.521,0.444,0.579,2,medium,residential_medium,False
5,11,0.988,0.156,True,3.355,0.677,0.537,0.352,0.554,0.378,0.556,3,high,urban_high,False
6,11,1.136,0.148,True,2.364,0.74,0.583,0.314,0.587,0.314,0.531,3,high,urban_high,False
7,11,1.27,0.134,True,1.374,0.804,0.629,0.358,0.64,0.282,0.529,3,high,urban_high,False
8,11,1.386,0.116,True,0.383,0.867,0.673,0.349,0.679,0.229,0.502,3,high,urban_high,False
9,11,1.481,0.095,True,0.608,0.871,0.716,0.313,0.685,0.184,0.473,3,high,urban_high,False
10,11,1.553,0.072,True,1.599,0.838,0.756,0.247,0.666,0.151,0.441,2,medium,residential_medium,False
11,11,1.598,0.067,True,2.59,0.803,0.793,0.285,0.671,0.177,0.463,3,high,urban_high,False
12,11,1.617,0.072,True,3.58,0.766,0.824,0.28,0.662,0.187,0.466,2,medium,residential_medium,False
13,11,1.609,0.075,True,4.067,0.75,0.846,0.268,0.658,0.187,0.461,5,none,plaza,False
14,11,1.577,0.077,True,3.563,0.777,0.854,0.242,0.666,0.168,0.442,2,medium,residential_medium,False
15,11,1.522,0.077,True,3.059,0.799,0.846,0.593,0.762,0.302,0.607,3,high,urban_high,False
16,11,1.447,0.089,True,2.555,0.815,0.824,0.593,0.762,0.296,0.606,3,high,urban_high,False
17,11,1.358,0.1,True,2.051,0.829,0.793,0.595,0.76,0.293,0.607,3,high,urban_high,False
18,11,1.258,0.105,True,1.434,0.846,0.756,0.46,0.723,0.233,0.542,3,high,urban_high,False
19,11,1.153,0.106,True,0.747,0.865,0.716,0.532,0.737,0.256,0.576,3,high,urban_high,False
20,11,1.047,0.106,True,0.061,0.883,0.673,0.546,0.736,0.273,0.587,5,none,plaza,False
21,11,0.944,0.103,True,0.626,0.84,0.629,0.441,0.677,0.274,0.556,5,none,plaza,False
22,11,0.847,0.097,True,1.313,0.791,0.583,0.346,0.617,0.281,0.53,3,high,urban_high,False
23,11,0.759,0.088,True,1.999,0.742,0.537,0.261,0.56,0.292,0.497,2,medium,residential_medium,False
24,11,0.681,0.078,True,2.686,0.692,0.491,0.304,0.535,0.354,0.522,2,medium,residential_medium,False
25,11,0.613,0.068,True,3.373,0.643,0.444,0.273,0.491,0.387,0.5,2,medium,residential_medium,False
26,11,0.554,0.059,True,4.059,0.593,0.397,0.36,0.476,0.467,0.553,2,medium,residential_medium,False
27,11,0.502,0.052,True,4.746,0.544,0.349,0.311,0.427,0.492,0.519,1,low,residential_low,False
28,11,0.455,0.047,True,5.432,0.494,0.302,0.403,0.414,0.574,0.575,1,low,residential_low,False
29,11,0.41,0.045,True,6.119,0.444,0.254,0.42,0.381,0.626,0.583,0,none,forest,False
0,12,0.196,0.152,True,8.445,0.352,0.31,0.722,0.432,0.776,0.774,0,none,forest,False
1,12,0.348,0.162,True,7.454,0.417,0.359,0.736,0.479,0.732,0.787,0,none,forest,False
2,12,0.51,0.166,True,6.463,0.481,0.407,0.688,0.51,0.663,0.761,1,low,residential_low,False
3,12,0.676,0.167,True,5.472,0.546,0.455,0.616,0.536,0.584,0.718,2,medium,residential_medium,False
4,12,0.843,0.167,True,4.481,0.61,0.503,0.568,0.567,0.515,0.692,3,high,urban_high,False
5,12,1.006,0.163,True,3.49,0.675,0.55,0.637,0.628,0.493,0.709,5,none,plaza,False
6,12,1.16,0.154,True,2.5,0.739,0.598,0.675,0.681,0.459,0.703,3,high,urban_high,False
7,12,1.301,0.141,True,1.509,0.803,0.645,0.657,0.719,0.402,0.671,5,none,plaza,False
8,12,1.423,0.122,True,0.518,0.867,0.692,0.59,0.745,0.325,0.615,3,high,urban_high,False
9,12,1.525,0.102,True,0.473,0.885,0.737,0.472,0.737,0.243,0.545,3,high,urban_high,False
10,12,1.602,0.077,True,1.464,0.853,0.782,0.449,0.731,0.227,0.533,5,none,plaza,False
11,12,1.652,0.054,True,2.455,0.82,0.824,0.473,0.735,0.247,0.547,3,high,urban_high,False
12,12,1.675,0.058,True,3.445,0.786,0.862,0.402,0.713,0.229,0.516,3,high,urban_high,False
13,12,1.67,0.061,True,3.203,0.808,0.891,0.412,0.734,0.226,0.514,3,high,urban_high,False
14,12,1.638,0.061,True,2.699,0.836,0.902,0.365,0.738,0.198,0.484,2,medium,residential_medium,False
15,12,1.583,0.076,True,2.195,0.856,0.891,0.569,0.795,0.274,0.579,3,high,urban_high,False
16,12,1.507,0.091,True,1.692,0.87,0.862,0.555,0.789,0.264,0.572,3,high,urban_high,False
17,12,1.416,0.104,True,1.188,0.881,0.824,0.546,0.78,0.256,0.569,3,high,urban_high,False
18,12,1.312,0.11,True,0.684,0.891,0.782,0.429,0.743,0.206,0.515,3,high,urban_high,False
19,12,1.202,0.111,True,0.02,0.907,0.737,0.447,0.741,0.209,0.525,3,high,urban_high,False
20,12,1.091,0.111,True,0.666,0.86,0.692,0.511,0.722,0.267,0.573,3,high,urban_high,False
21,12,0.981,0.11,True,1.353,0.811,0.645,0.698,0.733,0.386,0.683,3,high,urban_high,False
22,12,0.878,0.103,True,2.04,0.761,0.598,0.676,0.691,0.423,0.694,3,high,urban_high,False
23,12,0.784,0.094,True,2.726,0.711,0.55,0.573,0.628,0.427,0.665,3,high,urban_high,False
24,12,0.699,0.085,True,3.413,0.662,0.503,0.447,0.56,0.421,0.613,2,medium,residential_medium,False
25,12,0.625,0.074,True,4.1,0.612,0.455,0.483,0.533,0.481,0.633,2,medium,residential_medium,False
26,12,0.559,0.066,True,4.786,0.562,0.407,0.48,0.495,0.525,0.628,2,medium,residential_medium,False
27,12,0.502,0.057,True,5.473,0.512,0.359,0.509,0.465,0.581,0.644,1,low,residential_low,False
28,12,0.451,0.051,True,6.159,0.462,0.31,0.564,0.442,0.649,0.676,0,none,forest,False
29,12,0.402,0.049,True,6.846,0.412,0.262,0.554,0.403,0.69,0.667,0,none,forest,False
0,13,0.191,0.155,True,7.632,0.393,0.316,0.713,0.45,0.759,0.772,0,none,forest,False
1,13,0.346,0.165,True,7.159,0.433,0.364,0.708,0.481,0.715,0.771,0,none,forest,False
2,13,0.511,0.17,True,6.598,0.477,0.413,0.726,0.52,0.679,0.785,5,none,plaza,False
3,13,0.681,0.171,True,5.607,0.542,0.461,0.63,0.54,0.591,0.728,3,high,urban_high,False
4,13,0.852,0.171,True,4.616,0.606,0.51,0.699,0.6,0.569,0.763,3,high,urban_high,False
5,13,1.019,0.167,True,3.626,0.671,0.558,0.66,0.634,0.503,0.72,1,low,residential_low,False
6,13,1.178,0.159,True,2.635,0.736,0.607,0.725,0.695,0.479,0.727,1,low,residential_low,False
7,13,1.323,0.145,True,1.644,0.8,0.655,0.633,0.715,0.393,0.659,3,high,urban_high,False
8,13,1.45,0.127,True,0.653,0.865,0.703,0.547,0.737,0.309,0.594,3,high,urban_high,False
9,13,1.556,0.106,True,0.338,0.897,0.751,0.506,0.756,0.253,0.557,3,high,urban_high,False
10,13,1.636,0.08,True,1.329,0.866,0.799,0.464,0.745,0.228,0.535,3,high,urban_high,False
11,13,1.69,0.054,True,2.319,0.834,0.846,0.52,0.759,0.261,0.565,3,high,urban_high,False
12,13,1.715,0.04,True,2.843,0.825,0.891,0.338,0.723,0.191,0.475,4,high,tower_candidate,True
13,13,1.712,0.042,True,2.339,0.863,0.931,0.439,0.777,0.219,0.511,3,high,urban_high,False
14,13,1.682,0.056,True,1.836,0.895,0.951,0.421,0.793,0.202,0.494,3,high,urban_high,False
15,13,1.626,0.076,True,1.332,0.912,0.931,0.604,0.841,0.27,0.58,5,none,plaza,False
16,13,1.55,0.094,True,0.828,0.922,0.891,0.63,0.84,0.277,0.595,3,high,urban_high,False
17,13,1.456,0.106,True,0.324,0.93,0.846,0.615,0.826,0.268,0.59,4,high,tower_candidate,True
18,13,1.35,0.113,True,0.18,0.921,0.799,0.427,0.761,0.196,0.506,3,high,urban_high,False
19,13,1.237,0.116,True,0.088,0.909,0.751,0.478,0.754,0.22,0.538,5,none,plaza,False
20,13,1.121,0.116,True,0.877,0.854,0.703,0.453,0.709,0.245,0.545,3,high,urban_high,False
21,13,1.008,0.113,True,1.666,0.799,0.655,0.696,0.73,0.389,0.684,3,high,urban_high,False
22,13,0.9,0.108,True,2.456,0.744,0.607,0.685,0.688,0.432,0.701,3,high,urban_high,False
23,13,0.801,0.099,True,3.245,0.689,0.558,0.642,0.638,0.461,0.702,5,none,plaza,False
24,13,0.712,0.089,True,4.034,0.634,0.51,0.489,0.561,0.447,0.638,3,high,urban_high,False
25,13,0.633,0.079,True,4.824,0.579,0.461,0.517,0.528,0.505,0.653,2,medium,residential_medium,False
26,13,0.564,0.069,True,5.513,0.529,0.413,0.571,0.505,0.572,0.684,2,medium,residential_medium,False
27,13,0.503,0.061,True,6.2,0.479,0.364,0.554,0.463,0.61,0.671,2,medium,residential_medium,False
28,13,0.448,0.055,True,6.886,0.429,0.316,0.605,0.439,0.676,0.7,0,none,forest,False
29,13,0.397,0.051,True,7.573,0.379,0.267,0.604,0.402,0.72,0.697,0,none,forest,False
0,14,0.189,0.157,True,6.801,0.434,0.317,0.673,0.459,0.73,0.75,0,none,forest,False
1,14,0.346,0.166,True,6.265,0.476,0.366,0.667,0.491,0.685,0.749,0,none,forest,False
2,14,0.512,0.172,True,5.852,0.513,0.415,0.642,0.516,0.634,0.734,2,medium,residential_medium,False
3,14,0.684,0.174,True,5.59,0.543,0.464,0.63,0.541,0.591,0.728,2,medium,residential_medium,False
4,14,0.858,0.174,True,4.751,0.601,0.512,0.67,0.592,0.559,0.75,3,high,urban_high,False
5,14,1.027,0.169,True,3.761,0.665,0.561,0.753,0.656,0.543,0.766,3,high,urban_high,False
6,14,1.188,0.161,True,2.77,0.73,0.61,0.787,0.708,0.506,0.758,1,low,residential_low,False
7,14,1.335,0.147,True,1.779,0.795,0.659,0.699,0.73,0.421,0.692,3,high,urban_high,False
8,14,1.465,0.13,True,0.788,0.86,0.707,0.66,0.764,0.355,0.649,4,high,tower_candidate,True
9,14,1.573,0.108,True,0.203,0.905,0.756,0.524,0.765,0.258,0.564,3,high,urban_high,False
10,14,1.655,0.082,True,1.193,0.874,0.805,0.548,0.772,0.26,0.574,5,none,plaza,False
11,14,1.711,0.056,True,2.184,0.844,0.854,0.555,0.775,0.272,0.578,3,high,urban_high,False
12,14,1.737,0.026,True,1.979,0.871,0.902,0.43,0.77,0.213,0.508,3,high,urban_high,False
13,14,1.735,0.03,True,1.476,0.912,0.951,0.412,0.799,0.193,0.486,3,high,urban_high,False
14,14,1.705,0.055,True,0.972,0.953,1.0,0.419,0.834,0.183,0.476,3,high,urban_high,False
15,14,1.65,0.077,True,0.468,0.96,0.951,0.636,0.876,0.267,0.584,3,high,urban_high,False
16,14,1.573,0.095,True,0.036,0.964,0.902,0.618,0.859,0.259,0.579,3,high,urban_high,False
17,14,1.478,0.107,True,0.54,0.923,0.854,0.636,0.83,0.279,0.601,3,high,urban_high,False
18,14,1.371,0.115,True,1.044,0.881,0.805,0.429,0.745,0.21,0.515,3,high,urban_high,False
19,14,1.256,0.118,True,0.526,0.889,0.756,0.463,0.743,0.221,0.534,3,high,urban_high,False
20,14,1.138,0.118,True,0.263,0.885,0.707,0.435,0.719,0.228,0.53,3,high,urban_high,False
21,14,1.023,0.115,True,1.052,0.83,0.659,0.669,0.738,0.369,0.664,4,high,tower_candidate,True
22,14,0.913,0.11,True,1.842,0.775,0.61,0.7,0.707,0.428,0.701,3,high,urban_high,False
23,14,0.811,0.102,True,2.631,0.72,0.561,0.657,0.657,0.457,0.702,3,high,urban_high,False
24,14,0.72,0.091,True,3.421,0.665,0.512,0.522,0.583,0.45,0.659,5,none,plaza,False
25,14,0.639,0.081,True,4.21,0.61,0.464,0.517,0.543,0.495,0.655,2,medium,residential_medium,False
26,14,0.568,0.071,True,4.986,0.555,0.415,0.507,0.501,0.538,0.646,2,medium,residential_medium,False
27,14,0.505,0.063,True,5.738,0.502,0.366,0.559,0.475,0.605,0.676,1,low,residential_low,False
28,14,0.448,0.057,True,6.491,0.449,0.317,0.585,0.443,0.661,0.689,0,none,forest,False
29,14,0.395,0.053,True,7.244,0.395,0.269,0.549,0.396,0.693,0.663,0,none,forest,False
0,15,0.192,0.156,True,6.021,0.471,0.316,0.724,0.488,0.739,0.786,0,none,forest,False
1,15,0.348,0.166,True,5.408,0.517,0.364,0.679,0.512,0.677,0.759,1,low,residential_low,False
2,15,0.514,0.173,True,4.924,0.557,0.413,0.629,0.532,0.615,0.729,5,none,plaza,False
3,15,0.687,0.173,True,4.61,0.59,0.461,0.346,0.49,0.462,0.55,1,low,residential_low,False
4,15,0.86,0.173,True,4.5,0.612,0.51,0.453,0.542,0.469,0.619,2,medium,residential_medium,False
5,15,1.029,0.169,True,3.896,0.658,0.558,0.562,0.604,0.468,0.676,5,none,plaza,False
6,15,1.19,0.161,True,2.905,0.723,0.607,0.577,0.652,0.424,0.659,3,high,urban_high,False
7,15,1.337,0.147,True,1.914,0.787,0.655,0.519,0.68,0.352,0.607,3,high,urban_high,False
8,15,1.467,0.13,True,0.923,0.852,0.703,0.392,0.692,0.251,0.522,3,high,urban_high,False
9,15,1.575,0.108,True,0.068,0.91,0.751,0.304,0.711,0.168,0.458,3,high,urban_high,False
10,15,1.657,0.082,True,1.058,0.879,0.799,0.281,0.705,0.151,0.445,3,high,urban_high,False
11,15,1.713,0.056,True,1.691,0.865,0.846,0.447,0.755,0.222,0.523,3,high,urban_high,False
12,15,1.739,0.026,True,1.116,0.908,0.891,0.484,0.797,0.223,0.528,3,high,urban_high,False
13,15,1.737,0.03,True,0.612,0.946,0.931,0.493,0.828,0.214,0.52,5,none,plaza,False
14,15,1.707,0.055,True,0.108,0.978,0.951,0.475,0.844,0.197,0.503,3,high,urban_high,False
15,15,1.652,0.077,True,0.396,0.957,0.931,0.651,0.873,0.274,0.594,3,high,urban_high,False
16,15,1.575,0.095,True,0.9,0.919,0.891,0.645,0.842,0.284,0.603,5,none,plaza,False
17,15,1.48,0.107,True,1.404,0.878,0.846,0.574,0.792,0.269,0.581,3,high,urban_high,False
18,15,1.373,0.115,True,1.908,0.838,0.799,0.471,0.735,0.24,0.545,3,high,urban_high,False
19,15,1.258,0.118,True,1.14,0.858,0.751,0.445,0.723,0.223,0.533,3,high,urban_high,False
20,15,1.14,0.118,True,0.351,0.879,0.703,0.472,0.725,0.245,0.549,3,high,urban_high,False
21,15,1.025,0.115,True,0.439,0.858,0.655,0.387,0.679,0.247,0.523,3,high,urban_high,False
22,15,0.915,0.11,True,1.228,0.803,0.607,0.345,0.63,0.277,0.525,3,high,urban_high,False
23,15,0.813,0.102,True,2.017,0.748,0.558,0.369,0.596,0.333,0.559,2,medium,residential_medium,False
24,15,0.722,0.091,True,2.807,0.693,0.51,0.626,0.621,0.483,0.704,3,high,urban_high,False
25,15,0.641,0.081,True,3.575,0.639,0.461,0.656,0.59,0.541,0.74,3,high,urban_high,False
26,15,0.57,0.071,True,4.327,0.586,0.413,0.641,0.548,0.581,0.734,2,medium,residential_medium,False
27,15,0.507,0.063,True,5.08,0.533,0.364,0.408,0.451,0.534,0.581,1,low,residential_low,False
28,15,0.45,0.057,True,5.832,0.48,0.316,0.427,0.417,0.588,0.591,1,low,residential_low,False
29,15,0.397,0.053,True,6.585,0.426,0.267,0.412,0.375,0.628,0.578,0,none,forest,False
0,16,0.197,0.155,True,5.315,0.503,0.31,0.754,0.508,0.741,0.807,0,none,forest,False
1,16,0.352,0.165,True,4.61,0.554,0.359,0.702,0.532,0.674,0.777,5,none,plaza,False
2,16,0.517,0.17,True,4.031,0.598,0.407,0.584,0.537,0.584,0.703,1,low,residential_low,False
3,16,0.687,0.171,True,3.64,0.634,0.455,0.287,0.493,0.424,0.515,1,low,residential_low,False
4,16,0.858,0.171,True,3.5,0.657,0.503,0.391,0.544,0.429,0.582,2,medium,residential_medium,False
5,16,1.025,0.167,True,3.554,0.672,0.55,0.517,0.597,0.446,0.652,3,high,urban_high,False
6,16,1.184,0.159,True,2.621,0.733,0.598,0.566,0.651,0.417,0.652,3,high,urban_high,False
7,16,1.329,0.145,True,1.687,0.795,0.645,0.402,0.652,0.302,0.55,3,high,urban_high,False
8,16,1.456,0.127,True,0.754,0.856,0.692,0.296,0.667,0.211,0.477,3,high,urban_high,False
9,16,1.562,0.106,True,0.179,0.899,0.737,0.196,0.675,0.128,0.409,3,high,urban_high,False
10,16,1.643,0.081,True,1.113,0.87,0.782,0.327,0.708,0.172,0.471,3,high,urban_high,False
11,16,1.696,0.053,True,0.882,0.896,0.824,0.367,0.742,0.18,0.48,3,high,urban_high,False
12,16,1.721,0.036,True,0.294,0.938,0.862,0.547,0.817,0.239,0.554,3,high,urban_high,False
13,16,1.718,0.038,True,0.252,0.95,0.891,0.494,0.818,0.214,0.524,5,none,plaza,False
14,16,1.688,0.055,True,0.756,0.929,0.902,0.513,0.817,0.228,0.536,3,high,urban_high,False
15,16,1.633,0.077,True,1.26,0.901,0.891,0.662,0.838,0.296,0.614,3,high,urban_high,False
16,16,1.556,0.094,True,1.764,0.867,0.862,0.639,0.809,0.298,0.613,3,high,urban_high,False
17,16,1.462,0.106,True,2.267,0.829,0.824,0.568,0.762,0.282,0.591,3,high,urban_high,False
18,16,1.356,0.113,True,2.543,0.801,0.782,0.382,0.691,0.216,0.511,3,high,urban_high,False
19,16,1.243,0.115,True,1.754,0.824,0.737,0.488,0.714,0.252,0.562,3,high,urban_high,False
20,16,1.128,0.115,True,0.965,0.846,0.692,0.459,0.703,0.25,0.551,3,high,urban_high,False
21,16,1.014,0.114,True,0.175,0.867,0.645,0.406,0.685,0.252,0.532,3,high,urban_high,False
22,16,0.907,0.107,True,0.614,0.83,0.598,0.367,0.645,0.277,0.531,3,high,urban_high,False
23,16,0.807,0.1,True,1.403,0.775,0.55,0.386,0.61,0.331,0.562,3,high,urban_high,False
24,16,0.718,0.089,True,2.164,0.722,0.503,0.653,0.639,0.484,0.711,3,high,urban_high,False
25,16,0.64,0.078,True,2.916,0.669,0.455,0.648,0.599,0.528,0.73,3,high,urban_high,False
26,16,0.571,0.069,True,3.669,0.616,0.407,0.709,0.576,0.599,0.779,2,medium,residential_medium,False
27,16,0.51,0.061,True,4.421,0.563,0.359,0.416,0.465,0.528,0.588,2,medium,residential_medium,False
28,16,0.455,0.055,True,5.174,0.51,0.31,0.417,0.427,0.574,0.586,1,low,residential_low,False
29,16,0.403,0.052,True,5.927,0.456,0.262,0.411,0.387,0.618,0.579,0,none,forest,False
0,17,0.206,0.152,True,4.717,0.529,0.302,0.751,0.516,0.731,0.806,0,none,forest,False
