x,y,height,slope,buildable,distance_to_road,accessibility,center_score,noise_value,density_potential,green_potential,open_space_potential,state,density,type,is_tower
23,25,0.498,0.048,True,4.717,0.53,0.307,0.51,0.458,0.518,0.629,1,low,residential_low,False
24,25,0.492,0.038,True,4.272,0.541,0.275,0.495,0.45,0.508,0.618,1,low,residential_low,False
25,25,0.493,0.029,True,4.031,0.54,0.241,0.432,0.423,0.483,0.574,1,low,residential_low,False
26,25,0.499,0.02,True,4.031,0.528,0.206,0.462,0.415,0.528,0.595,1,low,residential_low,False
27,25,0.506,0.012,True,4.272,0.504,0.17,0.424,0.384,0.55,0.571,1,low,residential_low,False
28,25,0.512,0.006,True,4.717,0.469,0.132,0.499,0.375,0.62,0.618,0,none,forest,False
29,25,0.513,0.007,True,5.315,0.427,0.093,0.449,0.332,0.643,0.585,0,none,forest,False
0,26,0.308,0.096,True,1.118,0.631,0.101,0.347,0.401,0.537,0.537,1,low,residential_low,False
1,26,0.404,0.097,True,0.5,0.674,0.137,0.395,0.443,0.513,0.568,1,low,residential_low,False
2,26,0.501,0.097,True,0.959,0.664,0.172,0.46,0.466,0.513,0.607,1,low,residential_low,False
3,26,0.595,0.094,True,1.496,0.65,0.206,0.751,0.542,0.605,0.789,1,low,residential_low,False
4,26,0.683,0.088,True,2.032,0.636,0.238,0.733,0.541,0.602,0.78,1,low,residential_low,False
5,26,0.761,0.078,True,2.569,0.62,0.269,0.724,0.541,0.604,0.776,1,low,residential_low,False
6,26,0.826,0.065,True,3.106,0.604,0.297,0.523,0.492,0.528,0.648,1,low,residential_low,False
7,26,0.877,0.06,True,3.643,0.587,0.323,0.493,0.484,0.522,0.63,1,low,residential_low,False
8,26,0.911,0.069,True,4.18,0.57,0.346,0.523,0.491,0.539,0.65,1,low,residential_low,False
9,26,0.929,0.078,True,4.717,0.551,0.366,0.455,0.472,0.518,0.607,1,low,residential_low,False
10,26,0.93,0.086,True,5.315,0.528,0.383,0.523,0.483,0.553,0.651,1,low,residential_low,False
11,26,0.915,0.093,True,6.01,0.499,0.397,0.58,0.489,0.585,0.686,1,low,residential_low,False
12,26,0.885,0.1,True,6.718,0.469,0.407,0.68,0.503,0.634,0.749,1,low,residential_low,False
13,26,0.845,0.103,True,7.425,0.437,0.413,0.606,0.472,0.615,0.699,1,low,residential_low,False
14,26,0.795,0.106,True,8.132,0.404,0.415,0.617,0.46,0.63,0.704,1,low,residential_low,False
15,26,0.74,0.106,True,8.839,0.369,0.413,0.619,0.445,0.642,0.702,1,low,residential_low,False
16,26,0.683,0.103,True,9.546,0.333,0.407,0.59,0.419,0.642,0.68,1,low,residential_low,False
17,26,0.626,0.1,True,9.689,0.322,0.397,0.662,0.429,0.674,0.724,1,low,residential_low,False
18,26,0.575,0.094,True,8.937,0.354,0.383,0.396,0.373,0.558,0.555,1,low,residential_low,False
19,26,0.53,0.087,True,8.184,0.384,0.366,0.343,0.368,0.527,0.522,1,low,residential_low,False
20,26,0.494,0.079,True,7.433,0.413,0.346,0.262,0.355,0.485,0.471,1,low,residential_low,False
21,26,0.469,0.069,True,6.727,0.439,0.323,0.42,0.399,0.54,0.572,1,low,residential_low,False
22,26,0.454,0.059,True,6.103,0.46,0.297,0.422,0.402,0.534,0.572,1,low,residential_low,False
23,26,0.45,0.051,True,5.59,0.475,0.269,0.409,0.397,0.524,0.562,1,low,residential_low,False
24,26,0.454,0.041,True,5.22,0.482,0.238,0.44,0.398,0.534,0.58,1,low,residential_low,False
25,26,0.464,0.032,True,5.025,0.48,0.206,0.501,0.403,0.559,0.616,1,low,residential_low,False
26,26,0.479,0.025,True,5.025,0.468,0.172,0.51,0.39,0.567,0.617,1,low,residential_low,False
27,26,0.494,0.017,True,5.22,0.447,0.137,0.499,0.367,0.598,0.611,1,low,residential_low,False
28,26,0.507,0.013,True,5.59,0.416,0.101,0.475,0.336,0.628,0.596,0,none,forest,False
29,26,0.514,0.007,True,6.103,0.378,0.063,0.459,0.304,0.663,0.584,0,none,forest,False
0,27,0.304,0.09,True,1.803,0.587,0.068,0.395,0.383,0.57,0.561,1,low,residential_low,False
1,27,0.394,0.09,True,1.5,0.614,0.103,0.51,0.435,0.578,0.634,1,low,residential_low,False
2,27,0.484,0.09,True,1.802,0.611,0.137,0.525,0.447,0.556,0.641,1,low,residential_low,False
3,27,0.571,0.087,True,2.339,0.597,0.17,0.34,0.405,0.487,0.524,1,low,residential_low,False
4,27,0.65,0.079,True,2.876,0.582,0.2,0.328,0.404,0.487,0.518,1,low,residential_low,False
5,27,0.72,0.07,True,3.413,0.566,0.229,0.28,0.393,0.473,0.489,1,low,residential_low,False
6,27,0.776,0.056,True,3.95,0.549,0.256,0.632,0.482,0.619,0.716,1,low,residential_low,False
7,27,0.817,0.06,True,4.487,0.532,0.28,0.656,0.487,0.634,0.732,1,low,residential_low,False
8,27,0.843,0.068,True,5.024,0.514,0.302,0.613,0.475,0.622,0.705,1,low,residential_low,False
9,27,0.852,0.077,True,5.56,0.495,0.321,0.5,0.444,0.583,0.633,1,low,residential_low,False
10,27,0.845,0.085,True,6.103,0.474,0.337,0.56,0.454,0.614,0.671,1,low,residential_low,False
11,27,0.823,0.092,True,6.727,0.448,0.349,0.568,0.448,0.626,0.676,1,low,residential_low,False
12,27,0.789,0.096,True,7.425,0.418,0.359,0.325,0.377,0.538,0.519,1,low,residential_low,False
13,27,0.744,0.101,True,8.132,0.386,0.364,0.241,0.343,0.515,0.463,1,low,residential_low,False
14,27,0.693,0.102,True,8.839,0.353,0.366,0.298,0.343,0.548,0.497,1,low,residential_low,False
15,27,0.638,0.102,True,9.546,0.318,0.364,0.643,0.413,0.697,0.715,0,none,forest,False
16,27,0.582,0.101,True,10.253,0.282,0.359,0.698,0.409,0.731,0.746,0,none,forest,False
17,27,0.53,0.096,True,10.348,0.274,0.349,0.715,0.407,0.74,0.756,0,none,forest,False
18,27,0.483,0.092,True,9.595,0.306,0.337,0.609,0.391,0.687,0.689,0,none,forest,False
19,27,0.445,0.085,True,8.846,0.336,0.321,0.586,0.394,0.669,0.675,1,low,residential_low,False
20,27,0.417,0.077,True,8.139,0.364,0.302,0.541,0.39,0.642,0.647,1,low,residential_low,False
21,27,0.401,0.068,True,7.5,0.387,0.28,0.39,0.356,0.574,0.55,1,low,residential_low,False
22,27,0.395,0.06,True,6.946,0.405,0.256,0.35,0.346,0.552,0.524,1,low,residential_low,False
23,27,0.399,0.051,True,6.5,0.417,0.229,0.308,0.333,0.531,0.495,1,low,residential_low,False
24,27,0.413,0.044,True,6.185,0.422,0.2,0.596,0.399,0.645,0.677,1,low,residential_low,False
25,27,0.432,0.036,True,6.021,0.419,0.17,0.696,0.413,0.686,0.738,0,none,forest,False
26,27,0.454,0.028,True,6.021,0.408,0.137,0.754,0.413,0.713,0.771,0,none,forest,False
27,27,0.477,0.023,True,6.185,0.388,0.103,0.646,0.367,0.676,0.697,1,low,residential_low,False
28,27,0.496,0.019,True,6.5,0.361,0.068,0.611,0.336,0.7,0.675,0,none,forest,False
29,27,0.51,0.014,True,6.946,0.327,0.032,0.622,0.312,0.744,0.682,0,none,forest,False
0,28,0.293,0.085,True,2.693,0.532,0.034,0.51,0.377,0.634,0.627,1,low,residential_low,False
1,28,0.378,0.085,True,2.5,0.554,0.068,0.554,0.408,0.615,0.654,1,low,residential_low,False
2,28,0.462,0.084,True,2.693,0.556,0.101,0.612,0.433,0.638,0.694,1,low,residential_low,False
3,28,0.542,0.08,True,3.183,0.543,0.132,0.39,0.381,0.553,0.554,1,low,residential_low,False
4,28,0.614,0.072,True,3.72,0.527,0.161,0.311,0.363,0.527,0.505,1,low,residential_low,False
5,28,0.676,0.062,True,4.257,0.511,0.188,0.309,0.364,0.531,0.505,1,low,residential_low,False
6,28,0.724,0.053,True,4.794,0.494,0.214,0.68,0.456,0.685,0.744,0,none,forest,False
7,28,0.757,0.06,True,5.33,0.476,0.237,0.669,0.452,0.686,0.738,0,none,forest,False
8,28,0.775,0.068,True,5.867,0.458,0.257,0.638,0.443,0.679,0.718,0,none,forest,False
9,28,0.776,0.076,True,6.404,0.438,0.275,0.479,0.399,0.622,0.617,0,none,forest,False
10,28,0.762,0.083,True,6.941,0.417,0.29,0.546,0.411,0.656,0.659,0,none,forest,False
11,28,0.734,0.089,True,7.5,0.395,0.302,0.521,0.399,0.653,0.643,0,none,forest,False
12,28,0.695,0.094,True,8.139,0.367,0.31,0.271,0.326,0.562,0.481,0,none,forest,False
13,28,0.648,0.096,True,8.839,0.335,0.316,0.288,0.317,0.579,0.49,0,none,forest,False
14,28,0.594,0.099,True,9.546,0.301,0.317,0.243,0.291,0.572,0.459,0,none,forest,False
15,28,0.539,0.099,True,10.253,0.267,0.316,0.575,0.359,0.715,0.668,0,none,forest,False
16,28,0.486,0.096,True,10.96,0.231,0.31,0.657,0.361,0.76,0.717,0,none,forest,False
17,28,0.436,0.094,True,11.006,0.226,0.302,0.654,0.356,0.76,0.714,0,none,forest,False
18,28,0.395,0.088,True,10.259,0.258,0.29,0.529,0.335,0.7,0.636,0,none,forest,False
19,28,0.363,0.082,True,9.552,0.286,0.275,0.48,0.331,0.671,0.605,0,none,forest,False
20,28,0.342,0.075,True,8.902,0.311,0.257,0.501,0.342,0.672,0.619,0,none,forest,False
21,28,0.333,0.068,True,8.322,0.332,0.237,0.378,0.315,0.616,0.54,0,none,forest,False
22,28,0.335,0.061,True,7.826,0.348,0.214,0.294,0.294,0.577,0.485,0,none,forest,False
23,28,0.348,0.054,True,7.433,0.358,0.188,0.283,0.288,0.569,0.476,0,none,forest,False
24,28,0.369,0.047,True,7.159,0.362,0.161,0.583,0.357,0.688,0.666,0,none,forest,False
25,28,0.396,0.04,True,7.018,0.358,0.132,0.634,0.359,0.71,0.696,0,none,forest,False
26,28,0.426,0.034,True,7.018,0.347,0.101,0.659,0.351,0.723,0.708,5,none,plaza,False
27,28,0.455,0.029,True,7.159,0.329,0.068,0.573,0.312,0.695,0.648,5,none,plaza,False
28,28,0.48,0.025,True,7.433,0.304,0.034,0.596,0.296,0.712,0.658,0,none,forest,False
29,28,0.499,0.019,True,7.826,0.273,0.0,0.604,0.274,0.754,0.663,0,none,forest,False
0,29,0.275,0.08,True,3.64,0.475,0.0,0.58,0.359,0.68,0.664,0,none,forest,False
1,29,0.355,0.08,True,3.5,0.493,0.032,0.667,0.398,0.709,0.724,0,none,forest,False
2,29,0.435,0.08,True,3.64,0.497,0.063,0.662,0.408,0.706,0.724,0,none,forest,False
3,29,0.509,0.074,True,4.031,0.488,0.093,0.396,0.346,0.602,0.556,1,low,residential_low,False
4,29,0.575,0.066,True,4.563,0.473,0.121,0.363,0.34,0.594,0.536,0,none,forest,False
5,29,0.63,0.055,True,5.1,0.456,0.147,0.359,0.339,0.598,0.535,0,none,forest,False
6,29,0.671,0.053,True,5.637,0.438,0.171,0.673,0.417,0.729,0.737,0,none,forest,False
7,29,0.697,0.06,True,6.174,0.42,0.193,0.705,0.423,0.748,0.758,0,none,forest,False
8,29,0.707,0.068,True,6.711,0.401,0.212,0.724,0.425,0.761,0.77,0,none,forest,False
9,29,0.702,0.074,True,7.248,0.381,0.229,0.52,0.37,0.686,0.64,0,none,forest,False
10,29,0.682,0.08,True,7.785,0.36,0.243,0.433,0.343,0.658,0.584,0,none,forest,False
11,29,0.649,0.085,True,8.322,0.338,0.254,0.428,0.335,0.663,0.58,0,none,forest,False
12,29,0.606,0.089,True,8.902,0.313,0.262,0.31,0.297,0.624,0.503,0,none,forest,False
13,29,0.555,0.093,True,9.552,0.283,0.267,0.268,0.274,0.617,0.474,0,none,forest,False
14,29,0.5,0.094,True,10.253,0.25,0.269,0.309,0.27,0.644,0.498,0,none,forest,False
15,29,0.445,0.094,True,10.96,0.216,0.267,0.558,0.317,0.754,0.654,0,none,forest,False
16,29,0.393,0.093,True,11.667,0.18,0.262,0.587,0.306,0.777,0.67,0,none,forest,False
17,29,0.347,0.089,True,11.673,0.177,0.254,0.631,0.314,0.796,0.697,0,none,forest,False
18,29,0.309,0.086,True,10.966,0.207,0.243,0.491,0.289,0.73,0.609,0,none,forest,False
19,29,0.282,0.081,True,10.308,0.234,0.229,0.459,0.289,0.709,0.589,0,none,forest,False
20,29,0.267,0.075,True,9.708,0.257,0.212,0.485,0.301,0.712,0.606,0,none,forest,False
21,29,0.265,0.068,True,9.179,0.276,0.193,0.378,0.277,0.663,0.537,0,none,forest,False
22,29,0.274,0.061,True,8.732,0.289,0.171,0.374,0.275,0.657,0.533,0,none,forest,False
23,29,0.294,0.054,True,8.382,0.298,0.147,0.383,0.274,0.658,0.537,0,none,forest,False
24,29,0.322,0.047,True,8.139,0.3,0.121,0.648,0.333,0.763,0.705,0,none,forest,False
25,29,0.356,0.04,True,8.016,0.297,0.093,0.665,0.328,0.771,0.713,0,none,forest,False
26,29,0.392,0.036,True,8.016,0.286,0.063,0.637,0.307,0.763,0.691,0,none,forest,False
27,29,0.427,0.035,True,8.139,0.269,0.032,0.597,0.28,0.753,0.661,0,none,forest,False
28,29,0.458,0.031,True,8.382,0.246,0.0,0.57,0.253,0.749,0.639,0,none,forest,False
29,29,0.481,0.023,True,8.732,0.23,0.0,0.594,0.252,0.764,0.653,0,none,forest,False
