id,x,y,z,width,depth,height,floor_count,density,type,roof,is_tower,macro_x,macro_y,micro_x,micro_y
2437,26.4167,10.9167,0.531,0.1433,0.1433,0.64,2,medium,house,gable,False,26,10,2,5
2438,26.5833,10.9167,0.522,0.1433,0.1433,0.96,3,medium,house,gable,False,26,10,3,5
2439,26.75,10.9167,0.514,0.1433,0.1433,1.28,4,medium,house,gable,False,26,10,4,5
2440,27.4167,10.25,0.483,0.1433,0.1433,0.96,3,low,house,gable,False,27,10,2,1
2441,2.0833,11.0833,0.522,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,0,0
2442,2.75,11.0833,0.63,0.1433,0.1433,1.28,4,medium,house,hip,False,2,11,4,0
2443,2.9167,11.0833,0.657,0.1433,0.1433,0.96,3,medium,house,gable,False,2,11,5,0
2444,2.75,11.25,0.631,0.1433,0.1433,0.96,3,medium,house,gable,False,2,11,4,1
2445,2.5833,11.4167,0.604,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,3,2
2446,2.75,11.4167,0.632,0.1433,0.1433,0.96,3,medium,house,gable,False,2,11,4,2
2447,2.0833,11.5833,0.523,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,0,3
2448,2.25,11.5833,0.55,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,1,3
2449,2.5833,11.5833,0.605,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,3,3
2450,2.9167,11.5833,0.66,0.1433,0.1433,0.96,3,medium,house,gable,False,2,11,5,3
2451,2.0833,11.75,0.523,0.1433,0.1433,0.96,3,medium,house,hip,False,2,11,0,4
2452,2.5833,11.75,0.606,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,3,4
2453,2.9167,11.75,0.661,0.1433,0.1433,0.64,2,medium,house,gable,False,2,11,5,4
2454,2.0833,11.9167,0.523,0.1433,0.1433,0.64,2,medium,house,hip,False,2,11,0,5
2455,2.25,11.9167,0.551,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,1,5
2456,2.5833,11.9167,0.606,0.1433,0.1433,0.96,3,medium,house,gable,False,2,11,3,5
2457,2.75,11.9167,0.634,0.1433,0.1433,0.64,2,medium,house,gable,False,2,11,4,5
2458,2.9167,11.9167,0.662,0.1433,0.1433,1.28,4,medium,house,gable,False,2,11,5,5
2459,3.25,11.0833,0.711,0.1433,0.1433,1.28,4,medium,house,hip,False,3,11,1,0
2460,3.5833,11.0833,0.765,0.1433,0.1433,1.28,4,medium,house,gable,False,3,11,3,0
2461,3.75,11.0833,0.792,0.1433,0.1433,1.28,4,medium,house,hip,False,3,11,4,0
2462,3.9167,11.0833,0.819,0.1433,0.1433,0.64,2,medium,house,gable,False,3,11,5,0
2463,3.0833,11.25,0.685,0.1433,0.1433,0.96,3,medium,house,gable,False,3,11,0,1
2464,3.25,11.25,0.713,0.1433,0.1433,0.96,3,medium,house,gable,False,3,11,1,1
2465,3.5833,11.25,0.767,0.1433,0.1433,0.64,2,medium,house,gable,False,3,11,3,1
2466,3.75,11.25,0.794,0.1433,0.1433,0.64,2,medium,house,gable,False,3,11,4,1
2467,3.9167,11.25,0.821,0.1433,0.1433,0.96,3,medium,house,gable,False,3,11,5,1
2468,3.0833,11.4167,0.687,0.1433,0.1433,0.64,2,medium,house,gable,False,3,11,0,2
2469,3.25,11.4167,0.714,0.1433,0.1433,0.96,3,medium,house,gable,False,3,11,1,2
2470,3.4167,11.4167,0.741,0.1433,0.1433,1.28,4,medium,house,hip,False,3,11,2,2
2471,3.5833,11.4167,0.769,0.1433,0.1433,0.96,3,medium,house,gable,False,3,11,3,2
2472,3.25,11.5833,0.715,0.1433,0.1433,1.28,4,medium,house,gable,False,3,11,1,3
2473,3.0833,11.75,0.689,0.1433,0.1433,0.96,3,medium,house,hip,False,3,11,0,4
2474,3.0833,11.9167,0.69,0.1433,0.1433,1.28,4,medium,house,gable,False,3,11,0,5
2475,3.25,11.9167,0.717,0.1433,0.1433,1.28,4,medium,house,gable,False,3,11,1,5
2476,4.25,11.0833,0.873,0.1433,0.1433,0.64,2,medium,house,gable,False,4,11,1,0
2477,4.5833,11.0833,0.925,0.1433,0.1433,0.96,3,medium,house,hip,False,4,11,3,0
2478,4.75,11.0833,0.951,0.1433,0.1433,0.96,3,medium,house,gable,False,4,11,4,0
2479,4.9167,11.0833,0.977,0.1433,0.1433,1.28,4,medium,house,gable,False,4,11,5,0
2480,4.0833,11.25,0.848,0.1433,0.1433,0.64,2,medium,house,gable,False,4,11,0,1
2481,4.4167,11.25,0.902,0.1433,0.1433,1.28,4,medium,house,gable,False,4,11,2,1
2482,4.5833,11.25,0.928,0.1433,0.1433,1.28,4,medium,house,gable,False,4,11,3,1
2483,4.9167,11.25,0.98,0.1433,0.1433,1.28,4,medium,house,gable,False,4,11,5,1
2484,4.0833,11.4167,0.85,0.1433,0.1433,1.28,4,medium,house,gable,False,4,11,0,2
2485,4.25,11.4167,0.877,0.1433,0.1433,0.64,2,medium,house,gable,False,4,11,1,2
2486,4.75,11.4167,0.957,0.1433,0.1433,0.64,2,medium,house,gable,False,4,11,4,2
2487,4.5833,11.5833,0.933,0.1433,0.1433,0.64,2,medium,house,gable,False,4,11,3,3
2488,4.9167,11.5833,0.986,0.1433,0.1433,0.64,2,medium,house,gable,False,4,11,5,3
2489,4.4167,11.75,0.909,0.1433,0.1433,0.64,2,medium,house,gable,False,4,11,2,4
2490,4.5833,11.75,0.936,0.1433,0.1433,0.96,3,medium,house,gable,False,4,11,3,4
2491,4.75,11.75,0.962,0.1433,0.1433,1.28,4,medium,house,gable,False,4,11,4,4
2492,4.0833,11.9167,0.856,0.1433,0.1433,1.28,4,medium,house,gable,False,4,11,0,5
2493,4.25,11.9167,0.884,0.1433,0.1433,1.28,4,medium,house,hip,False,4,11,1,5
2494,4.4167,11.9167,0.911,0.1433,0.1433,0.96,3,medium,house,hip,False,4,11,2,5
2495,4.5833,11.9167,0.938,0.1433,0.1433,0.64,2,medium,house,hip,False,4,11,3,5
2496,5.0833,11.0833,1.003,0.1433,0.1433,1.6,5,high,house,gable,False,5,11,0,0
2497,5.4167,11.0833,1.053,0.1433,0.1433,1.6,5,high,house,gable,False,5,11,2,0
2498,5.5833,11.0833,1.078,0.1433,0.1433,1.28,4,high,house,hip,False,5,11,3,0
2499,5.9167,11.0833,1.126,0.1433,0.1433,1.28,4,high,house,gable,False,5,11,5,0
2500,5.0833,11.25,1.006,0.1433,0.1433,1.92,6,high,house,hip,False,5,11,0,1
2501,5.25,11.25,1.031,0.1433,0.1433,1.28,4,high,house,gable,False,5,11,1,1
2502,5.4167,11.25,1.057,0.1433,0.1433,0.96,3,high,house,gable,False,5,11,2,1
2503,5.75,11.25,1.106,0.1433,0.1433,0.96,3,high,house,gable,False,5,11,4,1
2504,5.9167,11.25,1.13,0.1433,0.1433,0.96,3,high,house,gable,False,5,11,5,1
2505,5.4167,11.4167,1.06,0.1433,0.1433,1.6,5,high,house,hip,False,5,11,2,2
2506,5.75,11.4167,1.11,0.1433,0.1433,1.6,5,high,house,gable,False,5,11,4,2
2507,5.9167,11.4167,1.135,0.1433,0.1433,1.92,6,high,house,gable,False,5,11,5,2
2508,5.25,11.5833,1.038,0.1433,0.1433,1.92,6,high,house,gable,False,5,11,1,3
2509,5.5833,11.5833,1.089,0.1433,0.1433,2.24,7,high,house,gable,False,5,11,3,3
2510,5.0833,11.75,1.015,0.1433,0.1433,1.28,4,high,house,gable,False,5,11,0,4
2511,5.25,11.75,1.041,0.1433,0.1433,0.96,3,high,house,gable,False,5,11,1,4
2512,5.4167,11.75,1.067,0.1433,0.1433,1.6,5,high,house,gable,False,5,11,2,4
2513,5.75,11.75,1.118,0.1433,0.1433,1.92,6,high,house,gable,False,5,11,4,4
2514,5.9167,11.75,1.142,0.1433,0.1433,1.6,5,high,house,gable,False,5,11,5,4
2515,5.0833,11.9167,1.018,0.1433,0.1433,1.92,6,high,house,gable,False,5,11,0,5
2516,5.25,11.9167,1.044,0.1433,0.1433,1.28,4,high,house,gable,False,5,11,1,5
2517,5.4167,11.9167,1.07,0.1433,0.1433,1.92,6,high,house,gable,False,5,11,2,5
2518,5.5833,11.9167,1.096,0.1433,0.1433,1.92,6,high,house,gable,False,5,11,3,5
2519,5.75,11.9167,1.121,0.1433,0.1433,1.6,5,high,house,hip,False,5,11,4,5
2520,5.9167,11.9167,1.146,0.1433,0.1433,1.6,5,high,house,gable,False,5,11,5,5
2521,6.0833,11.0833,1.15,0.1433,0.1433,0.96,3,high,house,hip,False,6,11,0,0
2522,6.25,11.0833,1.173,0.1433,0.1433,0.96,3,high,house,gable,False,6,11,1,0
2523,6.4167,11.0833,1.196,0.1433,0.1433,1.6,5,high,house,gable,False,6,11,2,0
2524,6.75,11.0833,1.241,0.1433,0.1433,1.92,6,high,house,gable,False,6,11,4,0
2525,6.9167,11.0833,1.262,0.1433,0.1433,1.92,6,high,house,hip,False,6,11,5,0
2526,6.0833,11.25,1.154,0.1433,0.1433,1.28,4,high,house,gable,False,6,11,0,1
2527,6.4167,11.25,1.201,0.1433,0.1433,1.28,4,high,house,hip,False,6,11,2,1
2528,6.75,11.25,1.246,0.1433,0.1433,0.96,3,high,house,gable,False,6,11,4,1
2529,6.9167,11.25,1.268,0.1433,0.1433,1.92,6,high,house,gable,False,6,11,5,1
2530,6.0833,11.4167,1.159,0.1433,0.1433,1.92,6,high,house,gable,False,6,11,0,2
2531,6.4167,11.4167,1.206,0.1433,0.1433,2.24,7,high,house,gable,False,6,11,2,2
2532,6.9167,11.4167,1.273,0.1433,0.1433,1.28,4,high,house,hip,False,6,11,5,2
2533,6.0833,11.5833,1.163,0.1433,0.1433,1.6,5,high,house,gable,False,6,11,0,3
2534,6.4167,11.5833,1.21,0.1433,0.1433,1.92,6,high,house,gable,False,6,11,2,3
2535,6.75,11.5833,1.256,0.1433,0.1433,1.92,6,high,house,gable,False,6,11,4,3
2536,6.9167,11.5833,1.278,0.1433,0.1433,0.96,3,high,house,gable,False,6,11,5,3
2537,6.0833,11.75,1.167,0.1433,0.1433,1.28,4,high,house,gable,False,6,11,0,4
2538,6.25,11.75,1.191,0.1433,0.1433,1.28,4,high,house,gable,False,6,11,1,4
2539,6.75,11.75,1.26,0.1433,0.1433,1.28,4,high,house,gable,False,6,11,4,4
2540,6.9167,11.75,1.283,0.1433,0.1433,0.96,3,high,house,gable,False,6,11,5,4
2541,6.0833,11.9167,1.171,0.1433,0.1433,1.92,6,high,house,gable,False,6,11,0,5
2542,6.25,11.9167,1.195,0.1433,0.1433,1.28,4,high,house,gable,False,6,11,1,5
2543,6.4167,11.9167,1.219,0.1433,0.1433,1.92,6,high,house,gable,False,6,11,2,5
2544,6.9167,11.9167,1.287,0.1433,0.1433,1.28,4,high,house,hip,False,6,11,5,5
2545,7.25,11.0833,1.304,0.1433,0.1433,1.28,4,high,house,gable,False,7,11,1,0
2546,7.75,11.0833,1.362,0.1433,0.1433,0.96,3,high,house,gable,False,7,11,4,0
2547,7.9167,11.0833,1.381,0.1433,0.1433,0.96,3,high,house,gable,False,7,11,5,0
2548,7.0833,11.25,1.289,0.1433,0.1433,1.6,5,high,house,gable,False,7,11,0,1
2549,7.25,11.25,1.31,0.1433,0.1433,0.96,3,high,house,hip,False,7,11,1,1
2550,7.5833,11.25,1.35,0.1433,0.1433,0.96,3,high,house,hip,False,7,11,3,1
2551,7.75,11.25,1.369,0.1433,0.1433,1.92,6,high,house,hip,False,7,11,4,1
2552,7.9167,11.25,1.387,0.1433,0.1433,1.92,6,high,house,gable,False,7,11,5,1
2553,7.25,11.4167,1.315,0.1433,0.1433,1.92,6,high,house,gable,False,7,11,1,2
2554,7.5833,11.4167,1.356,0.1433,0.1433,2.24,7,high,house,gable,False,7,11,3,2
2555,7.75,11.4167,1.375,0.1433,0.1433,1.92,6,high,house,gable,False,7,11,4,2
2556,7.0833,11.5833,1.3,0.1433,0.1433,1.92,6,high,house,gable,False,7,11,0,3
2557,7.25,11.5833,1.321,0.1433,0.1433,0.96,3,high,house,gable,False,7,11,1,3
2558,7.4167,11.5833,1.341,0.1433,0.1433,1.28,4,high,house,gable,False,7,11,2,3
2559,7.75,11.5833,1.381,0.1433,0.1433,1.6,5,high,house,hip,False,7,11,4,3
2560,7.9167,11.5833,1.4,0.1433,0.1433,1.6,5,high,house,gable,False,7,11,5,3
2561,7.0833,11.75,1.305,0.1433,0.1433,1.6,5,high,house,hip,False,7,11,0,4
2562,7.25,11.75,1.326,0.1433,0.1433,1.28,4,high,house,gable,False,7,11,1,4
2563,7.4167,11.75,1.347,0.1433,0.1433,0.96,3,high,house,gable,False,7,11,2,4
2564,7.75,11.75,1.387,0.1433,0.1433,1.92,6,high,house,gable,False,7,11,4,4
2565,7.0833,11.9167,1.309,0.1433,0.1433,1.28,4,high,house,gable,False,7,11,0,5
2566,7.5833,11.9167,1.372,0.1433,0.1433,1.6,5,high,house,gable,False,7,11,3,5
2567,7.75,11.9167,1.392,0.1433,0.1433,0.96,3,high,house,gable,False,7,11,4,5
2568,7.9167,11.9167,1.411,0.1433,0.1433,1.92,6,high,house,gable,False,7,11,5,5
2569,8.0833,11.0833,1.398,0.1433,0.1433,1.6,5,high,house,gable,False,8,11,0,0
2570,8.25,11.0833,1.416,0.1433,0.1433,1.28,4,high,house,gable,False,8,11,1,0
2571,8.4167,11.0833,1.432,0.1433,0.1433,0.96,3,high,house,gable,False,8,11,2,0
2572,8.75,11.0833,1.464,0.1433,0.1433,1.92,6,high,house,gable,False,8,11,4,0
2573,8.9167,11.0833,1.478,0.1433,0.1433,1.6,5,high,house,gable,False,8,11,5,0
2574,8.0833,11.25,1.405,0.1433,0.1433,1.28,4,high,house,gable,False,8,11,0,1
2575,8.4167,11.25,1.44,0.1433,0.1433,1.6,5,high,house,gable,False,8,11,2,1
2576,8.75,11.25,1.471,0.1433,0.1433,1.6,5,high,house,hip,False,8,11,4,1
2577,8.9167,11.25,1.486,0.1433,0.1433,1.6,5,high,house,hip,False,8,11,5,1
2578,8.0833,11.4167,1.412,0.1433,0.1433,1.92,6,high,house,hip,False,8,11,0,2
2579,8.4167,11.4167,1.447,0.1433,0.1433,2.24,7,high,house,gable,False,8,11,2,2
2580,8.75,11.4167,1.479,0.1433,0.1433,0.96,3,high,house,hip,False,8,11,4,2
2581,8.0833,11.5833,1.418,0.1433,0.1433,1.92,6,high,house,gable,False,8,11,0,3
2582,8.25,11.5833,1.436,0.1433,0.1433,1.92,6,high,house,gable,False,8,11,1,3
2583,8.4167,11.5833,1.453,0.1433,0.1433,1.6,5,high,house,gable,False,8,11,2,3
2584,8.75,11.5833,1.486,0.1433,0.1433,1.92,6,high,house,gable,False,8,11,4,3
2585,8.9167,11.5833,1.501,0.1433,0.1433,1.6,5,high,house,gable,False,8,11,5,3
2586,8.0833,11.75,1.424,0.1433,0.1433,1.28,4,high,house,gable,False,8,11,0,4
2587,8.4167,11.75,1.46,0.1433,0.1433,1.6,5,high,house,hip,False,8,11,2,4
2588,8.5833,11.75,1.476,0.1433,0.1433,1.92,6,high,house,gable,False,8,11,3,4
2589,8.9167,11.75,1.508,0.1433,0.1433,0.96,3,high,house,gable,False,8,11,5,4
2590,8.0833,11.9167,1.43,0.1433,0.1433,1.92,6,high,house,gable,False,8,11,0,5
2591,8.25,11.9167,1.448,0.1433,0.1433,0.96,3,high,house,gable,False,8,11,1,5
2592,8.4167,11.9167,1.466,0.1433,0.1433,1.92,6,high,house,gable,False,8,11,2,5
2593,9.0833,11.0833,1.492,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,0,0
2594,9.25,11.0833,1.506,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,1,0
2595,9.4167,11.0833,1.518,0.1433,0.1433,1.92,6,high,house,gable,False,9,11,2,0
2596,9.5833,11.0833,1.53,0.1433,0.1433,1.28,4,high,house,gable,False,9,11,3,0
2597,9.9167,11.0833,1.552,0.1433,0.1433,1.6,5,high,house,gable,False,9,11,5,0
2598,9.0833,11.25,1.5,0.1433,0.1433,1.92,6,high,house,gable,False,9,11,0,1
2599,9.5833,11.25,1.539,0.1433,0.1433,1.28,4,high,house,gable,False,9,11,3,1
2600,9.75,11.25,1.55,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,4,1
2601,9.9167,11.25,1.561,0.1433,0.1433,1.28,4,high,house,hip,False,9,11,5,1
2602,9.25,11.4167,1.522,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,1,2
2603,9.9167,11.4167,1.57,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,5,2
2604,9.0833,11.5833,1.515,0.1433,0.1433,1.6,5,high,house,gable,False,9,11,0,3
2605,9.25,11.5833,1.529,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,1,3
2606,9.5833,11.5833,1.555,0.1433,0.1433,2.24,7,high,house,hip,False,9,11,3,3
2607,9.75,11.5833,1.567,0.1433,0.1433,1.6,5,high,house,gable,False,9,11,4,3
2608,9.0833,11.75,1.522,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,0,4
2609,9.4167,11.75,1.55,0.1433,0.1433,1.6,5,high,house,gable,False,9,11,2,4
2610,9.75,11.75,1.574,0.1433,0.1433,1.6,5,high,house,gable,False,9,11,4,4
2611,9.9167,11.75,1.585,0.1433,0.1433,1.6,5,high,house,gable,False,9,11,5,4
2612,9.0833,11.9167,1.529,0.1433,0.1433,0.96,3,high,house,gable,False,9,11,0,5
2613,9.25,11.9167,1.543,0.1433,0.1433,1.92,6,high,house,gable,False,9,11,1,5
2614,9.4167,11.9167,1.557,0.1433,0.1433,1.92,6,high,house,hip,False,9,11,2,5
2615,9.5833,11.9167,1.569,0.1433,0.1433,1.6,5,high,house,gable,False,9,11,3,5
2616,9.75,11.9167,1.581,0.1433,0.1433,1.28,4,high,house,gable,False,9,11,4,5
2617,9.9167,11.9167,1.593,0.1433,0.1433,1.28,4,high,house,gable,False,9,11,5,5
2618,10.0833,11.0833,1.562,0.1433,0.1433,0.96,3,medium,house,hip,False,10,11,0,0
2619,10.25,11.0833,1.571,0.1433,0.1433,1.28,4,medium,house,gable,False,10,11,1,0
2620,10.0833,11.25,1.571,0.1433,0.1433,0.64,2,medium,house,hip,False,10,11,0,1
2621,10.25,11.25,1.58,0.1433,0.1433,0.96,3,medium,house,gable,False,10,11,1,1
2622,10.4167,11.25,1.589,0.1433,0.1433,0.96,3,medium,house,gable,False,10,11,2,1
2623,10.75,11.25,1.604,0.1433,0.1433,0.96,3,medium,house,hip,False,10,11,4,1
2624,10.0833,11.4167,1.58,0.1433,0.1433,0.64,2,medium,house,gable,False,10,11,0,2
2625,10.25,11.4167,1.589,0.1433,0.1433,1.28,4,medium,house,hip,False,10,11,1,2
2626,10.5833,11.4167,1.606,0.1433,0.1433,1.28,4,medium,house,gable,False,10,11,3,2
2627,10.75,11.4167,1.613,0.1433,0.1433,0.96,3,medium,house,gable,False,10,11,4,2
2628,10.9167,11.4167,1.62,0.1433,0.1433,1.28,4,medium,house,gable,False,10,11,5,2
2629,10.0833,11.5833,1.588,0.1433,0.1433,0.96,3,medium,house,hip,False,10,11,0,3
2630,10.4167,11.5833,1.606,0.1433,0.1433,0.96,3,medium,house,hip,False,10,11,2,3
2631,10.9167,11.5833,1.628,0.1433,0.1433,0.64,2,medium,house,gable,False,10,11,5,3
2632,10.25,11.75,1.606,0.1433,0.1433,1.28,4,medium,house,hip,False,10,11,1,4
2633,10.75,11.75,1.63,0.1433,0.1433,1.28,4,medium,house,gable,False,10,11,4,4
2634,10.9167,11.75,1.637,0.1433,0.1433,0.96,3,medium,house,gable,False,10,11,5,4
2635,10.75,11.9167,1.638,0.1433,0.1433,0.96,3,medium,house,hip,False,10,11,4,5
2636,10.9167,11.9167,1.645,0.1433,0.1433,0.64,2,medium,house,gable,False,10,11,5,5
2637,11.0833,11.0833,1.606,0.1433,0.1433,1.28,4,high,house,gable,False,11,11,0,0
2638,11.25,11.0833,1.611,0.1433,0.1433,0.96,3,high,house,gable,False,11,11,1,0
2639,11.4167,11.0833,1.615,0.1433,0.1433,0.96,3,high,house,gable,False,11,11,2,0
2640,11.75,11.0833,1.62,0.1433,0.1433,1.28,4,high,house,gable,False,11,11,4,0
2641,11.9167,11.0833,1.622,0.1433,0.1433,1.6,5,high,house,gable,False,11,11,5,0
2642,11.0833,11.25,1.616,0.1433,0.1433,1.28,4,high,house,gable,False,11,11,0,1
2643,11.25,11.25,1.621,0.1433,0.1433,1.6,5,high,house,gable,False,11,11,1,1
2644,11.5833,11.25,1.628,0.1433,0.1433,1.92,6,high,house,gable,False,11,11,3,1
2645,11.75,11.25,1.631,0.1433,0.1433,1.28,4,high,house,gable,False,11,11,4,1
2646,11.9167,11.25,1.632,0.1433,0.1433,1.92,6,high,house,gable,False,11,11,5,1
2647,11.0833,11.4167,1.625,0.1433,0.1433,0.96,3,high,house,hip,False,11,11,0,2
2648,11.5833,11.4167,1.638,0.1433,0.1433,1.28,4,high,house,gable,False,11,11,3,2
2649,11.9167,11.4167,1.642,0.1433,0.1433,1.92,6,high,house,gable,False,11,11,5,2
2650,11.0833,11.5833,1.634,0.1433,0.1433,1.28,4,high,house,hip,False,11,11,0,3
2651,11.25,11.5833,1.639,0.1433,0.1433,0.96,3,high,house,gable,False,11,11,1,3
2652,11.5833,11.5833,1.647,0.1433,0.1433,1.6,5,high,house,gable,False,11,11,3,3
2653,11.9167,11.5833,1.652,0.1433,0.1433,1.6,5,high,house,hip,False,11,11,5,3
2654,11.0833,11.75,1.643,0.1433,0.1433,0.96,3,high,house,hip,False,11,11,0,4
2655,11.25,11.75,1.648,0.1433,0.1433,1.92,6,high,house,gable,False,11,11,1,4
2656,11.5833,11.75,1.656,0.1433,0.1433,1.28,4,high,house,gable,False,11,11,3,4
2657,11.9167,11.75,1.661,0.1433,0.1433,0.96,3,high,house,gable,False,11,11,5,4
2658,11.0833,11.9167,1.651,0.1433,0.1433,1.92,6,high,house,gable,False,11,11,0,5
2659,11.25,11.9167,1.656,0.1433,0.1433,1.92,6,high,house,gable,False,11,11,1,5
2660,11.5833,11.9167,1.665,0.1433,0.1433,1.6,5,high,house,gable,False,11,11,3,5
2661,11.75,11.9167,1.667,0.1433,0.1433,1.6,5,high,house,gable,False,11,11,4,5
2662,11.9167,11.9167,1.67,0.1433,0.1433,1.92,6,high,house,hip,False,11,11,5,5
2663,12.4167,11.0833,1.623,0.1433,0.1433,0.96,3,medium,house,gable,False,12,11,2,0
2664,12.5833,11.0833,1.621,0.1433,0.1433,0.96,3,medium,house,gable,False,12,11,3,0
2665,12.9167,11.0833,1.617,0.1433,0.1433,1.28,4,medium,house,gable,False,12,11,5,0
2666,12.4167,11.25,1.633,0.1433,0.1433,0.64,2,medium,house,hip,False,12,11,2,1
2667,12.5833,11.25,1.632,0.1433,0.1433,0.96,3,medium,house,gable,False,12,11,3,1
2668,12.75,11.25,1.63,0.1433,0.1433,0.64,2,medium,house,gable,False,12,11,4,1
2669,12.9167,11.25,1.628,0.1433,0.1433,0.96,3,medium,house,hip,False,12,11,5,1
2670,12.4167,11.4167,1.644,0.1433,0.1433,0.96,3,medium,house,gable,False,12,11,2,2
2671,12.9167,11.4167,1.638,0.1433,0.1433,1.28,4,medium,house,gable,False,12,11,5,2
2672,12.5833,11.5833,1.652,0.1433,0.1433,1.28,4,medium,house,gable,False,12,11,3,3
2673,12.9167,11.5833,1.648,0.1433,0.1433,0.64,2,medium,house,gable,False,12,11,5,3
2674,12.4167,11.75,1.663,0.1433,0.1433,0.64,2,medium,house,gable,False,12,11,2,4
2675,12.75,11.75,1.66,0.1433,0.1433,0.64,2,medium,house,hip,False,12,11,4,4
2676,12.9167,11.75,1.658,0.1433,0.1433,0.64,2,medium,house,gable,False,12,11,5,4
2677,12.4167,11.9167,1.672,0.1433,0.1433,0.96,3,medium,house,hip,False,12,11,2,5
2678,12.5833,11.9167,1.671,0.1433,0.1433,0.96,3,medium,house,hip,False,12,11,3,5
2679,12.9167,11.9167,1.667,0.1433,0.1433,0.64,2,medium,house,gable,False,12,11,5,5
2680,14.9167,11.0833,1.533,0.1433,0.1433,0.64,2,medium,house,gable,False,14,11,5,0
2681,14.0833,11.25,1.59,0.1433,0.1433,0.64,2,medium,house,gable,False,14,11,0,1
2682,14.25,11.25,1.582,0.1433,0.1433,0.64,2,medium,house,gable,False,14,11,1,1
2683,14.75,11.25,1.554,0.1433,0.1433,0.64,2,medium,house,gable,False,14,11,4,1
2684,14.9167,11.25,1.544,0.1433,0.1433,0.96,3,medium,house,gable,False,14,11,5,1
2685,14.0833,11.4167,1.601,0.1433,0.1433,1.28,4,medium,house,gable,False,14,11,0,2
2686,14.25,11.4167,1.593,0.1433,0.1433,0.96,3,medium,house,gable,False,14,11,1,2
2687,14.5833,11.4167,1.575,0.1433,0.1433,0.64,2,medium,house,hip,False,14,11,3,2
2688,14.75,11.4167,1.565,0.1433,0.1433,0.64,2,medium,house,gable,False,14,11,4,2
2689,14.9167,11.4167,1.555,0.1433,0.1433,0.96,3,medium,house,gable,False,14,11,5,2
2690,14.0833,11.5833,1.611,0.1433,0.1433,0.64,2,medium,house,gable,False,14,11,0,3
2691,14.4167,11.5833,1.594,0.1433,0.1433,0.64,2,medium,house,gable,False,14,11,2,3
2692,14.5833,11.5833,1.585,0.1433,0.1433,0.96,3,medium,house,gable,False,14,11,3,3
2693,14.9167,11.5833,1.565,0.1433,0.1433,0.96,3,medium,house,gable,False,14,11,5,3
2694,14.4167,11.75,1.604,0.1433,0.1433,1.28,4,medium,house,gable,False,14,11,2,4
2695,14.75,11.75,1.585,0.1433,0.1433,0.96,3,medium,house,gable,False,14,11,4,4
2696,14.9167,11.75,1.575,0.1433,0.1433,1.28,4,medium,house,gable,False,14,11,5,4
2697,14.25,11.9167,1.622,0.1433,0.1433,1.28,4,medium,house,gable,False,14,11,1,5
2698,14.9167,11.9167,1.584,0.1433,0.1433,0.64,2,medium,house,hip,False,14,11,5,5
2699,15.4167,11.0833,1.499,0.1433,0.1433,1.28,4,high,house,gable,False,15,11,2,0
2700,15.5833,11.0833,1.486,0.1433,0.1433,1.28,4,high,house,gable,False,15,11,3,0
2701,15.9167,11.0833,1.46,0.1433,0.1433,1.6,5,high,house,gable,False,15,11,5,0
2702,15.25,11.25,1.522,0.1433,0.1433,1.6,5,high,house,gable,False,15,11,1,1
2703,15.5833,11.25,1.497,0.1433,0.1433,1.92,6,high,house,hip,False,15,11,3,1
2704,15.75,11.25,1.484,0.1433,0.1433,1.92,6,high,house,gable,False,15,11,4,1
2705,15.9167,11.25,1.471,0.1433,0.1433,1.92,6,high,house,gable,False,15,11,5,1
2706,15.4167,11.4167,1.52,0.1433,0.1433,1.28,4,high,house,gable,False,15,11,2,2
2707,15.75,11.4167,1.495,0.1433,0.1433,0.96,3,high,house,gable,False,15,11,4,2
2708,15.0833,11.5833,1.554,0.1433,0.1433,1.28,4,high,house,hip,False,15,11,0,3
2709,15.25,11.5833,1.543,0.1433,0.1433,1.6,5,high,house,gable,False,15,11,1,3
2710,15.5833,11.5833,1.518,0.1433,0.1433,1.6,5,high,house,gable,False,15,11,3,3
2711,15.75,11.5833,1.505,0.1433,0.1433,1.92,6,high,house,gable,False,15,11,4,3
2712,15.9167,11.5833,1.491,0.1433,0.1433,1.92,6,high,house,gable,False,15,11,5,3
2713,15.4167,11.75,1.54,0.1433,0.1433,1.92,6,high,house,hip,False,15,11,2,4
2714,15.5833,11.75,1.528,0.1433,0.1433,1.92,6,high,house,gable,False,15,11,3,4
2715,15.9167,11.75,1.501,0.1433,0.1433,1.92,6,high,house,gable,False,15,11,5,4
2716,15.4167,11.9167,1.549,0.1433,0.1433,1.28,4,high,house,hip,False,15,11,2,5
