x,y,height,slope,buildable,distance_to_road,accessibility,state,density,type,is_tower
21,27,0.401,0.068,True,7.5,0.387,1,low,residential_low,False
22,27,0.395,0.06,True,6.946,0.405,1,low,residential_low,False
23,27,0.399,0.051,True,6.5,0.417,1,low,residential_low,False
24,27,0.413,0.044,True,6.185,0.422,1,low,residential_low,False
25,27,0.432,0.036,True,6.021,0.419,1,low,residential_low,False
26,27,0.454,0.028,True,6.021,0.408,1,low,residential_low,False
27,27,0.477,0.023,True,6.185,0.388,1,low,residential_low,False
28,27,0.496,0.019,True,6.5,0.361,0,none,forest,False
29,27,0.51,0.014,True,6.946,0.327,0,none,forest,False
0,28,0.293,0.085,True,2.693,0.532,1,low,residential_low,False
1,28,0.378,0.085,True,2.5,0.554,1,low,residential_low,False
2,28,0.462,0.084,True,2.693,0.556,1,low,residential_low,False
3,28,0.542,0.08,True,3.183,0.543,1,low,residential_low,False
4,28,0.614,0.072,True,3.72,0.527,1,low,residential_low,False
5,28,0.676,0.062,True,4.257,0.511,1,low,residential_low,False
6,28,0.724,0.053,True,4.794,0.494,0,none,forest,False
7,28,0.757,0.06,True,5.33,0.476,0,none,forest,False
8,28,0.775,0.068,True,5.867,0.458,0,none,forest,False
9,28,0.776,0.076,True,6.404,0.438,0,none,forest,False
10,28,0.762,0.083,True,6.941,0.417,0,none,forest,False
11,28,0.734,0.089,True,7.5,0.395,0,none,forest,False
12,28,0.695,0.094,True,8.139,0.367,0,none,forest,False
13,28,0.648,0.096,True,8.839,0.335,0,none,forest,False
14,28,0.594,0.099,True,9.546,0.301,0,none,forest,False
15,28,0.539,0.099,True,10.253,0.267,0,none,forest,False
16,28,0.486,0.096,True,10.96,0.231,0,none,forest,False
17,28,0.436,0.094,True,11.006,0.226,0,none,forest,False
18,28,0.395,0.088,True,10.259,0.258,0,none,forest,False
19,28,0.363,0.082,True,9.552,0.286,0,none,forest,False
20,28,0.342,0.075,True,8.902,0.311,0,none,forest,False
21,28,0.333,0.068,True,8.322,0.332,0,none,forest,False
22,28,0.335,0.061,True,7.826,0.348,0,none,forest,False
23,28,0.348,0.054,True,7.433,0.358,0,none,forest,False
24,28,0.369,0.047,True,7.159,0.362,0,none,forest,False
25,28,0.396,0.04,True,7.018,0.358,0,none,forest,False
26,28,0.426,0.034,True,7.018,0.347,0,none,forest,False
27,28,0.455,0.029,True,7.159,0.329,0,none,forest,False
28,28,0.48,0.025,True,7.433,0.304,0,none,forest,False
29,28,0.499,0.019,True,7.826,0.273,0,none,forest,False
0,29,0.275,0.08,True,3.64,0.475,0,none,forest,False
1,29,0.355,0.08,True,3.5,0.493,0,none,forest,False
2,29,0.435,0.08,True,3.64,0.497,0,none,forest,False
3,29,0.509,0.074,True,4.031,0.488,0,none,forest,False
4,29,0.575,0.066,True,4.563,0.473,0,none,forest,False
5,29,0.63,0.055,True,5.1,0.456,0,none,forest,False
6,29,0.671,0.053,True,5.637,0.438,0,none,forest,False
7,29,0.697,0.06,True,6.174,0.42,0,none,forest,False
8,29,0.707,0.068,True,6.711,0.401,0,none,forest,False
9,29,0.702,0.074,True,7.248,0.381,0,none,forest,False
10,29,0.682,0.08,True,7.785,0.36,0,none,forest,False
11,29,0.649,0.085,True,8.322,0.338,0,none,forest,False
12,29,0.606,0.089,True,8.902,0.313,0,none,forest,False
13,29,0.555,0.093,True,9.552,0.283,0,none,forest,False
14,29,0.5,0.094,True,10.253,0.25,0,none,forest,False
15,29,0.445,0.094,True,10.96,0.216,0,none,forest,False
16,29,0.393,0.093,True,11.667,0.18,0,none,forest,False
17,29,0.347,0.089,True,11.673,0.177,0,none,forest,False
18,29,0.309,0.086,True,10.966,0.207,0,none,forest,False
19,29,0.282,0.081,True,10.308,0.234,0,none,forest,False
20,29,0.267,0.075,True,9.708,0.257,0,none,forest,False
21,29,0.265,0.068,True,9.179,0.276,0,none,forest,False
22,29,0.274,0.061,True,8.732,0.289,0,none,forest,False
23,29,0.294,0.054,True,8.382,0.298,0,none,forest,False
24,29,0.322,0.047,True,8.139,0.3,0,none,forest,False
25,29,0.356,0.04,True,8.016,0.297,0,none,forest,False
26,29,0.392,0.036,True,8.016,0.286,0,none,forest,False
27,29,0.427,0.035,True,8.139,0.269,0,none,forest,False
28,29,0.458,0.031,True,8.382,0.246,0,none,forest,False
29,29,0.481,0.023,True,8.732,0.23,0,none,forest,False
